n	time	type	cur	win	id	str	win_c	id_c	str_c
267	69690	fix	79	2	13	bedre	2	13	bedre
268	69730	fix	79	2	13	bedre	2	13	bedre
269	69969	fix	79	2	13	bedre	2	13	bedre
270	70049	fix	80	2	13	bedre	2	13	bedre
271	70168	fix	80	2	13	bedre	2	13	bedre
272	70620	key_del	78	2	12	n	t2	12	n
273	70912	key_ins	78	2	13	b	t2	13	b
274	71484	fix	87	2	14	levestandarder	2	14	levestandarder
275	71624	fix	92	2	14	levestandarder	2	14	levestandarder
276	71723	fix	92	2	14	levestandarder	2	14	levestandarder
277	71763	fix	92	2	14	levestandarder	2	14	levestandarder
278	71803	fix	92	2	14	levestandarder	2	14	levestandarder
279	71823	fix	92	2	14	levestandarder	2	14	levestandarder
280	71863	fix	92	2	14	levestandarder	2	14	levestandarder
281	71903	fix	92	2	14	levestandarder	2	14	levestandarder
282	71923	fix	92	2	14	levestandarder	2	14	levestandarder
283	71963	fix	92	2	14	levestandarder	2	14	levestandarder
284	72003	fix	95	2	14	levestandarder	2	14	levestandarder
285	72023	fix	95	2	14	levestandarder	2	14	levestandarder
286	72062	fix	95	2	14	levestandarder	2	14	levestandarder
287	72102	fix	95	2	14	levestandarder	2	14	levestandarder
288	72122	fix	95	2	14	levestandarder	2	14	levestandarder
289	72162	fix	95	2	14	levestandarder	2	14	levestandarder
290	72182	fix	95	2	14	levestandarder	2	14	levestandarder
291	72222	fix	96	2	14	levestandarder	2	14	levestandarder
292	72262	fix	96	2	14	levestandarder	2	14	levestandarder
293	72720	fix	96	2	14	levestandarder	2	14	levestandarder
294	72780	fix	97	2	14	levestandarder	2	14	levestandarder
295	73099	fix	97	2	14	levestandarder	2	14	levestandarder
296	73862	key_ins	98	2	14	_	t2	14	_
297	74059	key_ins	99	2	15	f	t2	15	f
298	74151	key_ins	100	2	15	o	t2	15	o
299	74275	key_ins	101	2	15	r	t2	15	r
300	74398	key_ins	102	2	15	_	t2	15	_
301	74542	key_ins	103	2	16	d	t2	16	d
302	74691	key_ins	104	2	16	e	t2	16	e
303	74793	key_ins	105	2	16	_	t2	16	_
304	74949	key_ins	106	2	17	f	t2	17	f
305	75220	key_ins	107	2	17	a	t2	17	a
306	75396	key_ins	108	2	17	t	t2	17	t
307	75504	key_ins	109	2	17	t	t2	17	t
308	76047	key_ins	110	2	17	i	t2	17	i
309	76090	fix	482	1	75	,	1	17	fattige
310	76120	key_ins	111	2	17	g	t2	17	g
311	76130	fix	482	1	75	,	1	17	fattige
312	76289	fix	100	1	13	better	1	13	better
313	76398	key_ins	112	2	17	e	t2	17	e
314	76409	fix	100	1	13	better	1	13	better
315	76488	fix	95	1	12	achieving	1	12	achieving
316	76947	fix	105	1	13	better	1	13	better
317	77186	fix	114	1	14	standards	1	14	standards
318	77625	fix	135	1	19	poor	1	19	poor
319	77804	fix	146	1	21	action	1	21	action
320	78024	fix	144	1	21	action	1	21	action
321	78183	fix	155	1	23	climate	1	23	climate
322	78422	fix	164	1	24	change	1	24	change
323	78682	fix	172	1	26	not	1	26	not
324	78841	fix	169	1	25	need	1	25	need
325	79040	fix	176	1	27	threaten	1	27	threaten
326	79240	fix	173	1	26	not	1	26	not
327	79579	fix	188	1	28	economic	1	28	economic
328	79878	fix	194	1	29	development	1	29	development
329	80237	fix	200	1	29	development	1	29	development
330	80775	fix	163	1	24	change	1	24	change
331	80895	fix	150	1	22	on	1	22	on
332	81074	fix	143	1	21	action	1	21	action
333	82104	key_ins	113	2	17	,	t2	17	,
334	82241	key_ins	114	2	17	_	t2	17	_
335	82532	key_ins	115	2	17	b	t2	17	b
336	83207	fix	115	2	17	fattige	2	17	fattige
337	83327	fix	115	2	17	fattige	2	17	fattige
338	83486	fix	115	2	17	fattige	2	17	fattige
339	83726	fix	115	2	17	fattige	2	17	fattige
340	84422	key_del	115	2	17	b	t2	17	b
341	84543	fix	114	2	17	fattige	2	17	fattige
342	84577	key_del	114	2	17	_	t2	17	_
343	84583	fix	113	2	17	fattige	2	17	fattige
344	84842	fix	6	2	1	Selvom	2	1	Selvom
345	84902	key_del	113	2	17	,	t2	17	,
346	84902	fix	6	2	1	Selvom	2	1	Selvom
347	85141	fix	27	2	5	nok	2	5	nok
348	85301	fix	112	2	17	fattige	2	17	fattige
349	85460	fix	46	2	7	sÃ¦tter	2	7	sætter
350	85799	fix	112	2	17	fattige	2	17	fattige
351	85999	fix	44	2	7	sÃ¦tter	2	7	sætter
352	86298	fix	36	2	6	modvilligt	2	6	modvilligt
353	86497	fix	43	2	7	sÃ¦tter	2	7	sætter
354	86956	fix	112	2	17	fattige	2	17	fattige
355	87314	fix	111	2	17	fattige	2	17	fattige
356	87494	fix	103	2	16	de	2	16	de
357	87733	fix	111	2	17	fattige	2	17	fattige
358	88687	key_ins	113	2	17	_	t2	17	_
359	88956	key_ins	114	2	18	p	t2	18	p
360	89049	key_ins	115	2	18	å	t2	18	å
361	89332	key_ins	116	2	18	_	t2	18	_
362	89463	key_ins	117	2	19	s	t2	19	s
363	89916	key_ins	118	2	19	p	t2	19	p
364	90115	key_ins	119	2	19	i	t2	19	i
365	90318	key_ins	120	2	19	l	t2	19	l
366	90828	key_ins	121	2	20	,	t2	20	,
367	90990	key_ins	122	2	20	_	t2	20	_
368	91561	fix	211	1	31	Incentives	1	16	living
369	91721	fix	132	1	18	the	1	18	the
370	91920	fix	233	1	35	to	1	21	action
371	92339	fix	152	1	23	climate	1	23	climate
372	92518	fix	158	1	23	climate	1	23	climate
373	92697	fix	167	1	25	need	1	25	need
374	93076	fix	178	1	27	threaten	1	27	threaten
375	93296	fix	199	1	29	development	1	29	development
376	93475	fix	184	1	28	economic	1	28	economic
377	94406	key_ins	123	2	21	b	t2	21	b
378	94526	key_ins	124	2	21	e	t2	21	e
379	94966	key_ins	125	2	21	h	t2	21	h
380	95216	key_ins	126	2	21	ø	t2	21	ø
381	95600	key_ins	127	2	21	v	t2	21	v
382	95702	key_ins	128	2	21	e	t2	21	e
383	95876	key_ins	129	2	21	r	t2	21	r
384	95907	fix	344	1	53	help	1	53	help
385	96009	key_ins	130	2	21	_	t2	21	_
386	96027	fix	344	1	53	help	1	24	change
387	96107	fix	247	1	37	developing	1	24	change
388	96326	fix	161	1	24	change	1	24	change
389	96505	fix	164	1	24	change	1	24	change
390	96725	fix	173	1	26	not	1	26	not
391	96964	fix	170	1	25	need	1	25	need
392	97124	fix	152	1	23	climate	1	23	climate
393	97263	fix	146	1	21	action	1	21	action
394	97522	fix	154	1	23	climate	1	23	climate
395	97702	fix	161	1	24	change	1	24	change
396	97961	fix	161	1	24	change	1	24	change
397	98439	fix	145	1	21	action	1	21	action
398	98998	fix	152	1	23	climate	1	23	climate
399	99157	fix	150	1	22	on	1	22	on
400	99357	fix	150	1	22	on	1	22	on
401	99616	fix	130	2	21	behÃ¸ver	2	21	behøver
402	99735	fix	128	2	21	behÃ¸ver	2	21	behøver
403	99935	fix	126	2	21	behÃ¸ver	2	21	behøver
404	100274	fix	126	2	21	behÃ¸ver	2	21	behøver
405	100453	fix	126	2	21	behÃ¸ver	2	21	behøver
406	101510	fix	128	2	21	behÃ¸ver	2	21	behøver
407	104480	fix	244	1	36	encourage	1	23	climate
408	104640	fix	160	1	24	change	1	24	change
409	104879	fix	155	1	23	climate	1	23	climate
410	105079	fix	147	1	21	action	1	21	action
411	105278	fix	144	1	21	action	1	21	action
412	105736	fix	144	1	21	action	1	21	action
413	106155	fix	240	1	36	encourage	1	23	climate
414	106733	fix	240	1	36	encourage	1	23	climate
415	106933	fix	246	1	37	developing	1	24	change
416	107391	fix	251	1	37	developing	1	24	change
417	107830	fix	260	1	38	countries	1	25	need
418	108528	fix	265	1	38	countries	1	25	need
419	109086	fix	281	1	42	extra	1	28	economic
420	109245	fix	196	1	29	development	1	29	development
421	109704	fix	125	2	21	behÃ¸ver	2	21	behøver
422	109843	fix	128	2	21	behÃ¸ver	2	21	behøver
423	110023	fix	125	2	21	behÃ¸ver	2	21	behøver
424	110182	fix	130	2	21	behÃ¸ver	2	21	behøver
425	110980	fix	100	1	13	better	1	29	development
426	111179	fix	191	1	28	economic	1	28	economic
427	111419	fix	189	1	28	economic	1	28	economic
428	113841	key_ins	131	2	22	h	t2	22	h
429	113942	key_ins	132	2	22	a	t2	22	a
430	114074	key_ins	133	2	22	n	t2	22	n
431	114385	key_ins	134	2	22	d	t2	22	d
432	114562	key_ins	135	2	22	l	t2	22	l
433	114763	key_ins	136	2	22	i	t2	22	i
434	114942	key_ins	137	2	22	n	t2	22	n
435	115123	key_ins	138	2	22	g	t2	22	g
436	115347	key_ins	139	2	22	_	t2	22	_
437	116044	fix	450	1	69	contributed	1	25	need
438	116223	fix	346	1	53	help	1	25	need
439	116443	fix	139	2	22	handling	2	22	handling
440	116762	fix	135	2	22	handling	2	22	handling
441	117161	fix	133	2	22	handling	2	22	handling
442	117858	fix	134	2	22	handling	2	22	handling
443	118237	fix	138	2	22	handling	2	22	handling
444	121954	key_ins	140	2	23	i	t2	23	i
445	122191	key_ins	141	2	23	_	t2	23	_
446	122355	key_ins	142	2	24	f	t2	24	f
447	122625	key_ins	143	2	24	o	t2	24	o
448	122857	key_ins	144	2	24	r	t2	24	r
449	123346	key_ins	145	2	24	b	t2	24	b
450	123506	key_ins	146	2	24	i	t2	24	i
451	123705	key_ins	147	2	24	n	t2	24	n
452	123853	key_ins	148	2	24	d	t2	24	d
453	124014	key_ins	149	2	24	e	t2	24	e
454	124121	key_ins	150	2	24	l	t2	24	l
455	124256	key_ins	151	2	24	s	t2	24	s
456	124428	key_ins	152	2	24	e	t2	24	e
457	124506	key_ins	153	2	24	_	t2	24	_
458	124633	key_ins	154	2	25	m	t2	25	m
459	124766	key_ins	155	2	25	e	t2	25	e
460	124936	key_ins	156	2	25	d	t2	25	d
461	125049	key_ins	157	2	25	_	t2	25	_
462	125096	fix	156	2	25	med	2	25	med
463	127129	fix	155	2	25	med	2	25	med
464	127488	fix	157	2	25	med	2	25	med
465	128161	key_ins	158	2	26	k	t2	26	k
466	128357	key_ins	159	2	26	l	t2	26	l
467	128558	key_ins	160	2	26	i	t2	26	i
468	128707	key_ins	161	2	26	m	t2	26	m
469	128933	key_ins	162	2	26	a	t2	26	a
470	129636	key_ins	163	2	26	æ	t2	26	æ
471	129933	key_ins	164	2	26	n	t2	26	n
472	130283	key_ins	165	2	26	d	t2	26	d
473	130538	key_ins	166	2	26	r	t2	26	r
474	130650	key_ins	167	2	26	i	t2	26	i
475	130866	key_ins	168	2	26	n	t2	26	n
476	131078	key_ins	169	2	26	g	t2	26	g
477	131206	key_ins	170	2	26	e	t2	26	e
478	131414	key_ins	171	2	26	r	t2	26	r
479	131475	fix	164	2	26	klimaÃ¦ndringer	2	26	klimaændringer
480	131635	fix	161	2	26	klimaÃ¦ndringer	2	26	klimaændringer
481	131874	fix	163	2	26	klimaÃ¦ndringer	2	26	klimaændringer
482	132113	fix	155	2	25	med	2	25	med
483	132233	fix	156	2	25	med	2	25	med
484	132373	fix	171	2	26	klimaÃ¦ndringer	2	26	klimaændringer
485	132818	key_ins	172	2	26	_	t2	26	_
486	133067	key_ins	173	2	27	i	t2	27	i
487	133275	key_ins	174	2	27	k	t2	27	k
488	133414	key_ins	175	2	27	k	t2	27	k
489	133545	key_ins	176	2	27	e	t2	27	e
490	133685	key_ins	177	2	27	_	t2	27	_
491	133842	key_ins	178	2	28	a	t2	28	a
492	133977	key_ins	179	2	28	t	t2	28	t
493	134173	key_ins	180	2	28	_	t2	28	_
494	134705	fix	46	2	7	sÃ¦tter	2	28	at
495	134905	fix	226	1	34	offered	1	21	action
496	135423	fix	168	1	25	need	1	25	need
497	135602	fix	179	1	27	threaten	1	27	threaten
498	135862	fix	190	1	28	economic	1	28	economic
499	135981	fix	187	1	28	economic	1	28	economic
500	136221	fix	195	1	29	development	1	29	development
501	137068	key_ins	181	2	29	t	t2	29	t
502	137123	key_ins	182	2	29	r	t2	29	r
503	137506	key_ins	183	2	29	u	t2	29	u
504	137696	fix	293	1	44	mile	1	29	development
505	137727	key_ins	184	2	29	e	t2	29	e
506	137736	fix	293	1	44	mile	1	29	development
507	138414	fix	184	2	29	true	2	29	true
508	138942	key_ins	185	2	29	_	t2	29	_
509	139097	key_ins	186	2	30	d	t2	30	d
510	139160	key_ins	187	2	30	e	t2	30	e
511	139296	key_ins	188	2	30	_	t2	30	_
512	139420	key_ins	189	2	30	n	t2	30	n
513	139710	fix	189	2	30	den	2	30	den
514	139909	fix	187	2	30	den	2	30	den
515	140186	key_del	189	2	30	n	t2	30	n
516	140208	fix	187	2	30	den	2	30	den
517	140314	key_del	188	2	30	_	t2	30	_
518	140328	fix	187	2	30	den	2	30	den
519	140818	key_ins	188	2	30	n	t2	30	n
520	140969	key_ins	189	2	30	_	t2	30	_
521	141495	key_ins	190	2	31	ø	t2	31	ø
522	141785	key_ins	191	2	31	k	t2	31	k
523	141942	key_ins	192	2	31	o	t2	31	o
524	142167	key_ins	193	2	31	n	t2	31	n
525	142328	key_ins	194	2	31	o	t2	31	o
526	142534	key_ins	195	2	31	m	t2	31	m
527	142696	key_ins	196	2	31	i	t2	31	i
528	142936	key_ins	197	2	31	s	t2	31	s
529	143044	key_ins	198	2	31	k	t2	31	k
530	143208	key_ins	199	2	31	e	t2	31	e
531	143328	key_ins	200	2	31	_	t2	31	_
532	144124	key_ins	201	2	32	u	t2	32	u
533	144281	key_ins	202	2	32	d	t2	32	d
534	144539	key_ins	203	2	32	v	t2	32	v
535	144688	key_ins	204	2	32	i	t2	32	i
536	144888	key_ins	205	2	32	k	t2	32	k
537	145050	key_ins	206	2	32	l	t2	32	l
538	145207	key_ins	207	2	32	i	t2	32	i
539	145395	key_ins	208	2	32	n	t2	32	n
540	145612	key_ins	209	2	32	g	t2	32	g
541	145771	fix	209	2	32	udvikling	2	32	udvikling
542	146389	fix	119	2	19	spil	2	32	udvikling
543	146568	fix	108	2	17	fattige	2	32	udvikling
544	146596	key_ins	210	2	33	.	t2	33	.
545	146608	fix	108	2	17	fattige	2	33	.
