n	time	type	cur	win	id	str	win_c	id_c	str_c
75	10880	key_ins	25	2	4	g	t2	4	g
76	10943	fix	43	1	5	understandably	1	5	understandably
77	11053	key_ins	26	2	4	a	t2	4	a
78	11102	fix	26	2	4	ganske	2	4	ganske
79	11141	key_ins	27	2	4	n	t2	4	n
80	11162	fix	27	2	4	ganske	2	4	ganske
81	11247	key_ins	28	2	4	s	t2	4	s
82	11301	fix	28	2	4	ganske	2	4	ganske
83	11361	key_ins	29	2	4	k	t2	4	k
84	11361	fix	28	2	4	ganske	2	4	ganske
85	11459	key_ins	30	2	4	e	t2	4	e
86	11610	key_ins	31	2	4	_	t2	4	_
87	11660	fix	31	2	4	ganske	2	4	ganske
88	11740	fix	31	2	4	ganske	2	4	ganske
89	11820	fix	31	2	4	ganske	2	4	ganske
90	11860	fix	31	2	4	ganske	2	4	ganske
91	11962	key_ins	32	2	5	f	t2	5	f
92	12047	key_ins	33	2	5	o	t2	5	o
93	12123	key_ins	34	2	5	r	t2	5	r
94	12179	fix	34	2	5	forståeligt	2	5	forståeligt
95	12377	fix	34	2	5	forståeligt	2	5	forståeligt
96	12378	fix	34	2	5	forståeligt	2	5	forståeligt
97	12457	fix	34	2	5	forståeligt	2	5	forståeligt
98	12458	fix	34	2	5	forståeligt	2	5	forståeligt
99	12477	key_ins	35	2	5	s	t2	5	s
100	12598	fix	35	2	5	forståeligt	2	5	forståeligt
101	12646	key_ins	36	2	5	t	t2	5	t
102	12757	fix	36	2	5	forståeligt	2	5	forståeligt
103	12768	key_ins	37	2	5	å	t2	5	å
104	12777	fix	37	2	5	forståeligt	2	5	forståeligt
105	12896	fix	37	2	5	forståeligt	2	5	forståeligt
106	12909	key_ins	38	2	5	e	t2	5	e
107	13056	fix	0	2	1	Selv	2	5	forståeligt
108	13076	key_ins	39	2	5	l	t2	5	l
109	13202	key_ins	40	2	5	i	t2	5	i
110	13235	fix	0	2	1	Selv	2	5	forståeligt
111	13275	fix	0	2	1	Selv	2	5	forståeligt
112	13395	fix	0	2	1	Selv	2	5	forståeligt
113	13534	fix	153	1	23	climate	1	6	recluctant
114	13542	key_ins	41	2	5	g	t2	5	g
115	13594	fix	153	1	23	climate	1	6	reluctant
116	13654	fix	53	1	6	reluctant	1	6	reluctant
117	13703	key_ins	42	2	5	t	t2	5	t
118	13891	key_ins	43	2	5	_	t2	5	_
119	13993	fix	41	1	5	understandably	1	5	understandably
120	14352	fix	41	1	5	understandably	1	5	understandably
121	14658	key_ins	44	2	5	e	t2	5	e
122	14730	key_ins	45	2	5	r	t2	5	r
123	14850	fix	48	1	5	understandably	1	5	understandably
124	15010	fix	56	1	6	reluctant	1	6	reluctant
125	15050	fix	56	1	6	reluctant	1	6	reluctant
126	15351	key_ins	46	2	5	_	t2	5	_
127	15548	fix	53	1	6	reluctant	1	6	reluctant
128	15907	fix	59	1	7	to	1	7	to
129	16027	fix	68	1	8	compromise	1	8	compromise
130	16266	fix	61	1	7	to	1	7	to
131	16525	fix	69	1	8	compromise	1	8	compromise
132	16804	fix	54	1	6	reluctant	1	6	reluctant
133	17502	fix	46	2	5	forståeligt	2	5	forståeligt
134	17701	fix	46	2	5	forståeligt	2	5	forståeligt
135	18359	fix	46	2	5	forståeligt	2	5	forståeligt
136	18599	fix	46	2	5	forståeligt	2	5	forståeligt
137	18778	fix	46	2	5	forståeligt	2	5	forståeligt
138	19097	fix	46	2	5	forståeligt	2	5	forståeligt
139	19392	key_del	46	2	5	_	t2	5	_
140	19393	key_del	45	2	5	r	t2	5	r
141	19394	key_del	44	2	5	e	t2	5	e
142	19396	key_ins	44	2	6	t	t2	6	t
143	19496	fix	44	2	6	tøver	2	6	tøver
144	19695	fix	44	2	6	tøver	2	6	tøver
145	19715	fix	44	2	6	tøver	2	6	tøver
146	19785	key_ins	45	2	6	\\'	t2	6	\\'
147	19999	key_ins	46	2	6	v	t2	6	v
148	20013	fix	46	2	6	tøver	2	6	tøver
149	20014	fix	46	2	6	tøver	2	6	tøver
150	20173	fix	46	2	6	tøver	2	6	tøver
151	20174	fix	46	2	6	tøver	2	6	tøver
152	20322	key_del	46	2	6	v	t2	6	v
153	20432	fix	45	2	6	tøver	2	6	tøver
154	20433	fix	45	2	6	tøver	2	6	tøver
155	20463	key_del	45	2	6	\\'	t2	6	\\'
156	20493	fix	44	2	6	tøver	2	6	tøver
157	20681	key_ins	45	2	6	ø	t2	6	ø
158	20692	fix	45	2	6	tøver	2	6	tøver
159	20752	fix	45	2	6	tøver	2	6	tøver
160	20793	key_ins	46	2	6	v	t2	6	v
161	20891	fix	46	2	6	tøver	2	6	tøver
162	20986	key_ins	47	2	6	e	t2	6	e
163	20991	fix	54	1	6	reluctant	1	6	reluctant
164	21047	key_ins	48	2	6	r	t2	6	r
165	21131	fix	54	1	6	reluctant	1	6	reluctant
166	21188	key_ins	49	2	6	_	t2	6	_
167	21270	fix	54	1	6	reluctant	1	6	reluctant
168	21430	fix	54	1	6	reluctant	1	6	reluctant
169	21436	key_ins	50	2	7	m	t2	7	m
170	21549	fix	54	1	6	reluctant	1	6	reluctant
171	21573	key_ins	51	2	7	e	t2	7	e
172	21649	fix	63	1	8	compromise	1	8	compromise
173	21736	key_ins	52	2	7	d	t2	7	d
174	21844	key_ins	53	2	7	_	t2	7	_
175	21888	fix	69	1	8	compromise	1	8	compromise
176	21908	fix	69	1	8	compromise	1	8	compromise
177	22028	fix	69	1	8	compromise	1	8	compromise
178	22212	key_ins	54	2	8	a	t2	8	a
179	22307	fix	60	1	7	to	1	7	to
180	22337	key_ins	55	2	8	t	t2	8	t
181	22586	fix	80	1	10	chances	1	10	chances
182	22626	fix	80	1	10	chances	1	10	chances
183	22935	key_ins	56	2	8	_	t2	8	_
184	23104	fix	65	1	8	compromise	1	8	compromise
185	23623	fix	80	1	10	chances	1	10	chances
186	24221	fix	56	2	8	at	2	8	at
187	24460	fix	81	1	10	chances	1	10	chances
188	24859	fix	97	1	12	achieving	1	12	achieving
189	25118	fix	107	1	14	standards	1	14	standards
190	25377	fix	115	1	14	standards	1	14	standards
191	25636	fix	128	1	17	for	1	17	for
192	25916	fix	136	1	19	poor	1	19	poor
193	26135	fix	130	1	17	for	1	17	for
194	26494	fix	110	1	14	standards	1	14	standards
195	26873	fix	123	1	16	living	1	16	living
196	27172	fix	135	1	19	poor	1	19	poor
197	27371	fix	131	1	18	the	1	18	the
198	27610	fix	69	1	8	compromise	1	8	compromise
199	27730	fix	69	1	8	compromise	1	8	compromise
200	28009	fix	79	1	10	chances	1	10	chances
201	28268	fix	85	1	10	chances	1	10	chances
202	28487	fix	98	1	12	achieving	1	12	achieving
203	29106	fix	73	1	9	their	1	9	their
204	29863	fix	51	2	7	med	2	7	med
205	30023	fix	48	2	6	tøver	2	6	tøver
206	30162	fix	48	2	6	tøver	2	6	tøver
207	30362	fix	73	1	9	their	1	9	their
208	30561	fix	50	2	7	med	2	7	med
209	30681	fix	48	2	6	tøver	2	6	tøver
210	31259	fix	51	1	6	reluctant	1	6	reluctant
211	31438	fix	7	1	1	Although	1	1	Although
212	31677	fix	15	1	2	developing	1	2	developing
213	32016	fix	24	1	3	countries	1	3	countries
214	32256	fix	39	1	5	understandably	1	5	understandably
215	32654	fix	55	1	6	reluctant	1	6	reluctant
216	33053	fix	66	1	8	compromise	1	8	compromise
217	33452	fix	80	1	10	chances	1	10	chances
218	33791	fix	87	1	11	of	1	11	of
219	33990	fix	98	1	12	achieving	1	12	achieving
220	34449	fix	107	1	14	standards	1	14	standards
221	34768	fix	98	1	12	achieving	1	12	achieving
222	34947	fix	112	1	14	standards	1	14	standards
223	35346	fix	33	1	4	are	1	16	living
224	35645	fix	133	1	18	the	1	18	the
225	36044	fix	74	1	9	their	1	9	their
226	36502	fix	66	1	8	compromise	1	8	compromise
227	36781	fix	82	1	10	chances	1	10	chances
228	37240	fix	65	1	8	compromise	1	8	compromise
229	37938	fix	56	2	8	at	2	8	at
230	38636	fix	69	1	8	compromise	1	8	compromise
231	39154	fix	78	1	9	their	1	9	their
232	39274	fix	78	1	9	their	1	9	their
233	39573	key_ins	57	2	9	s	t2	9	s
234	40231	fix	253	1	37	developing	1	9	their
235	40310	key_ins	58	2	9	k	t2	9	k
236	40350	fix	253	1	37	developing	1	9	their
237	40444	key_ins	59	2	9	a	t2	9	a
238	40530	key_ins	60	2	9	b	t2	9	b
239	40590	fix	60	2	9	skabe	2	9	skabe
240	40656	key_ins	61	2	9	e	t2	9	e
241	40774	key_ins	62	2	9	_	t2	9	_
242	41188	fix	82	1	10	chances	1	10	chances
243	41228	fix	82	1	10	chances	1	10	chances
244	41307	fix	82	1	10	chances	1	10	chances
245	41507	fix	82	1	10	chances	1	10	chances
246	41524	key_ins	63	2	10	b	t2	10	b
247	41586	fix	103	1	13	better	1	13	better
248	41614	key_ins	64	2	10	e	t2	10	e
249	41666	fix	103	1	13	better	1	13	better
250	41726	fix	103	1	13	better	1	13	better
251	41746	fix	98	1	12	achieving	1	12	achieving
252	41803	key_ins	65	2	10	d	t2	10	d
253	41846	fix	98	1	12	achieving	1	12	achieving
254	41972	key_ins	66	2	10	r	t2	10	r
255	42029	key_ins	67	2	10	e	t2	10	e
256	42125	fix	107	1	14	standards	1	14	standards
257	42137	key_ins	68	2	10	_	t2	10	_
258	42583	fix	83	1	10	chances	1	10	chances
259	42842	fix	78	1	9	their	1	9	their
260	43301	fix	66	1	8	compromise	1	8	compromise
261	43680	fix	65	2	10	bedre	2	10	bedre
262	43879	fix	65	2	10	bedre	2	10	bedre
263	44198	fix	68	2	10	bedre	2	10	bedre
264	44736	fix	68	2	10	bedre	2	10	bedre
265	44816	fix	68	2	10	bedre	2	10	bedre
266	44856	fix	68	2	10	bedre	2	10	bedre
267	44996	fix	68	2	10	bedre	2	10	bedre
268	45111	key_ins	69	2	11	v	t2	11	v
269	45157	key_ins	70	2	11	i	t2	11	i
270	45306	key_ins	71	2	11	l	t2	11	l
271	45315	fix	71	2	11	vilkår	2	11	vilkår
272	45335	fix	71	2	11	vilkår	2	11	vilkår
273	45513	fix	71	2	11	vilkår	2	11	vilkår
274	45514	fix	71	2	11	vilkår	2	11	vilkår
275	45614	fix	71	2	11	vilkår	2	11	vilkår
276	45618	key_ins	72	2	11	k	t2	11	k
277	45773	fix	95	1	12	achieving	1	12	achieving
278	45808	key_ins	73	2	11	å	t2	11	å
279	45920	key_ins	74	2	11	r	t2	11	r
280	45973	fix	95	1	12	achieving	1	12	achieving
281	46020	key_ins	75	2	11	_	t2	11	_
282	46371	fix	106	1	13	better	1	13	better
283	46431	fix	106	1	13	better	1	13	better
284	46491	fix	106	1	13	better	1	13	better
285	46611	fix	106	1	13	better	1	13	better
286	46730	fix	106	1	13	better	1	13	better
287	46733	key_ins	76	2	12	f	t2	12	f
288	46794	key_ins	77	2	12	o	t2	12	o
289	46904	key_ins	78	2	12	r	t2	12	r
290	46930	fix	106	1	13	better	1	13	better
291	47020	key_ins	79	2	12	_	t2	12	_
292	47069	fix	106	1	13	better	1	13	better
293	47169	fix	106	1	13	better	1	13	better
294	47237	key_ins	80	2	13	a	t2	13	a
295	47269	fix	113	1	14	standards	1	14	standards
296	47363	key_ins	81	2	13	t	t2	13	t
297	47468	fix	113	1	14	standards	1	14	standards
298	47469	key_ins	82	2	13	_	t2	13	_
299	47568	fix	124	1	16	living	1	16	living
300	47608	fix	124	1	16	living	1	16	living
301	47772	key_ins	83	2	14	o	t2	14	o
302	47867	fix	83	2	14	opnå	2	14	opnå
303	47887	fix	83	2	14	opnå	2	14	opnå
304	47915	key_ins	84	2	14	p	t2	14	p
305	48125	fix	84	2	14	opnå	2	14	opnå
306	48126	fix	84	2	14	opnå	2	14	opnå
307	48166	key_ins	85	2	14	n	t2	14	n
308	48185	fix	85	2	14	opnå	2	14	opnå
309	48186	fix	85	2	14	opnå	2	14	opnå
310	48306	fix	85	2	14	opnå	2	14	opnå
311	48428	key_ins	86	2	14	å	t2	14	å
312	48505	fix	113	1	14	standards	1	14	standards
313	48664	fix	114	1	14	standards	1	14	standards
314	48689	key_ins	87	2	14	_	t2	14	_
315	48704	fix	114	1	14	standards	1	14	standards
316	48883	fix	114	1	14	standards	1	14	standards
317	48962	key_ins	88	2	15	b	t2	15	b
318	49019	key_ins	89	2	15	e	t2	15	e
319	49063	fix	114	1	14	standards	1	14	standards
320	49084	fix	114	1	14	standards	1	14	standards
321	49184	key_ins	90	2	15	d	t2	15	d
322	49202	fix	114	1	14	standards	1	14	standards
323	49357	key_ins	91	2	15	r	t2	15	r
324	49362	fix	136	1	19	poor	1	19	poor
325	49382	fix	136	1	19	poor	1	19	poor
326	49394	key_ins	92	2	15	e	t2	15	e
327	49462	fix	136	1	19	poor	1	19	poor
328	49508	key_ins	93	2	15	_	t2	15	_
329	49621	fix	136	1	19	poor	1	19	poor
330	49687	key_ins	94	2	16	l	t2	16	l
331	49721	fix	136	1	19	poor	1	19	poor
332	49762	key_ins	95	2	16	e	t2	16	e
333	49880	fix	94	2	16	levestandarder	2	16	levestandarder
334	49917	key_ins	96	2	16	v	t2	16	v
335	49940	fix	94	2	16	levestandarder	2	16	levestandarder
336	50015	key_ins	97	2	16	e	t2	16	e
337	50060	fix	97	2	16	levestandarder	2	16	levestandarder
338	50199	fix	97	2	16	levestandarder	2	16	levestandarder
339	50251	key_ins	98	2	16	s	t2	16	s
340	50299	fix	97	2	16	levestandarder	2	16	levestandarder
341	50379	fix	97	2	16	levestandarder	2	16	levestandarder
342	50387	key_ins	99	2	16	t	t2	16	t
343	50495	key_ins	100	2	16	a	t2	16	a
344	50498	fix	97	2	16	levestandarder	2	16	levestandarder
345	50583	key_ins	101	2	16	n	t2	16	n
346	50678	fix	10	2	3	udviklingslandene	2	3	udviklingslandene
347	50685	key_ins	102	2	16	d	t2	16	d
348	50817	fix	102	2	16	levestandarder	2	16	levestandarder
349	50984	key_ins	103	2	16	a	t2	16	a
350	51037	fix	103	2	16	levestandarder	2	16	levestandarder
351	51121	key_ins	104	2	16	r	t2	16	r
352	51236	fix	45	1	5	understandably	1	19	poor
353	51297	fix	45	1	5	understandably	1	19	poor
354	51335	key_ins	105	2	16	d	t2	16	d
355	51475	fix	136	1	19	poor	1	19	poor
356	51522	key_ins	106	2	16	e	t2	16	e
357	51609	key_ins	107	2	16	r	t2	16	r
358	51675	fix	131	1	18	the	1	18	the
359	51768	key_ins	108	2	16	_	t2	16	_
360	51774	fix	131	1	18	the	1	18	the
361	51894	fix	131	1	18	the	1	18	the
362	51984	key_ins	109	2	17	f	t2	17	f
363	52070	key_ins	110	2	17	o	t2	17	o
364	52153	fix	135	1	19	poor	1	19	poor
365	52206	key_ins	111	2	17	r	t2	17	r
366	52771	fix	135	1	19	poor	1	19	poor
367	52991	fix	111	2	17	for	2	17	for
368	53170	fix	111	2	17	for	2	17	for
369	53496	key_ins	112	2	17	_	t2	17	_
370	53668	fix	112	2	17	for	2	17	for
371	54745	fix	112	2	17	for	2	17	for
372	55044	fix	112	2	17	for	2	17	for
373	56300	fix	112	2	17	for	2	17	for
374	56400	fix	112	2	17	for	2	17	for
375	56539	fix	112	2	17	for	2	17	for
376	56610	key_ins	113	2	18	d	t2	18	d
377	56694	key_ins	114	2	18	e	t2	18	e
378	56759	fix	114	2	18	de	2	18	de
379	57018	fix	114	2	18	de	2	18	de
380	57061	key_ins	115	2	18	_	t2	18	_
381	57636	fix	115	2	18	de	2	18	de
382	57756	fix	115	2	18	de	2	18	de
383	57927	key_ins	116	2	19	f	t2	19	f
384	57955	fix	116	2	19	fattige	2	19	fattige
385	58063	key_ins	117	2	19	a	t2	19	a
386	58115	fix	117	2	19	fattige	2	19	fattige
387	58223	key_ins	118	2	19	t	t2	19	t
388	58234	fix	118	2	19	fattige	2	19	fattige
389	58374	fix	118	2	19	fattige	2	19	fattige
390	58531	key_ins	119	2	19	t	t2	19	t
391	58553	fix	45	1	5	understandably	1	21	action
392	58593	fix	45	1	5	understandably	1	24	climate
393	58674	key_ins	120	2	19	i	t2	19	i
394	58732	fix	51	1	6	reluctant	1	6	reluctant
395	58802	key_ins	121	2	19	g	t2	19	g
396	58884	key_ins	122	2	19	e	t2	19	e
397	58952	fix	151	1	23	climate	1	23	climate
398	59191	fix	146	1	21	action	1	21	action
399	59390	fix	159	1	24	change	1	24	change
400	59510	fix	159	1	24	change	1	24	change
401	59689	fix	169	1	25	need	1	25	need
402	59822	key_ins	123	2	20	,	t2	20	,
403	59989	fix	178	1	27	threaten	1	27	threaten
404	60228	fix	172	1	26	not	1	26	not
405	60726	fix	172	1	26	not	1	26	not
406	60886	fix	123	2	20	,	2	20	,
407	61035	key_ins	124	2	20	_	t2	20	_
408	61145	fix	124	2	20	,	2	20	,
409	61225	fix	124	2	20	,	2	20	,
410	61245	fix	124	2	20	,	2	20	,
411	61323	fix	124	2	20	,	2	20	,
412	61324	fix	124	2	20	,	2	20	,
413	61403	fix	124	2	20	,	2	20	,
414	61404	fix	124	2	20	,	2	20	,
415	61444	fix	124	2	20	,	2	20	,
416	61522	key_ins	125	2	21	s	t2	21	s
417	61571	key_ins	126	2	21	å	t2	21	å
418	61624	fix	126	2	21	så	2	21	så
419	61683	fix	126	2	21	så	2	21	så
420	61692	key_ins	127	2	21	_	t2	21	_
421	61843	fix	109	2	17	for	2	21	så
422	61918	key_ins	128	2	21	b	t2	21	b
423	62057	key_ins	129	2	21	e	t2	21	e
424	62062	fix	129	2	21	så	2	21	så
425	62162	fix	129	2	21	så	2	21	så
426	62182	fix	129	2	21	så	2	21	så
427	62300	fix	129	2	21	så	2	21	så
428	62301	fix	129	2	21	så	2	21	så
429	62380	fix	129	2	21	så	2	21	så
430	62381	fix	129	2	21	så	2	21	så
431	62472	key_ins	130	2	21	h	t2	21	h
432	62540	fix	130	2	21	så	2	21	så
433	62541	fix	130	2	21	så	2	21	så
434	62731	key_ins	131	2	21	ø	t2	21	ø
435	62760	fix	174	1	26	not	1	26	not
436	62840	fix	174	1	26	not	1	26	not
437	62856	key_ins	132	2	21	v	t2	21	v
438	63039	fix	172	1	26	not	1	26	not
439	63071	key_ins	133	2	21	e	t2	21	e
440	63146	key_ins	134	2	21	r	t2	21	r
441	63337	key_ins	135	2	21	_	t2	21	_
442	63518	fix	164	1	24	change	1	24	change
443	63896	fix	173	1	26	not	1	26	not
444	64395	fix	168	1	25	need	1	25	need
445	64774	fix	177	1	27	threaten	1	27	threaten
446	64853	fix	177	1	27	threaten	1	27	threaten
447	64873	fix	177	1	27	threaten	1	27	threaten
448	65073	fix	194	1	29	development	1	29	development
449	65372	fix	204	1	30	.	1	29	development
450	65392	fix	204	1	30	.	1	29	development
451	65411	fix	204	1	30	.	1	29	development
452	65451	fix	204	1	30	.	1	29	development
453	65491	fix	204	1	30	.	1	29	development
454	65511	fix	204	1	30	.	1	29	development
455	65551	fix	204	1	30	.	1	29	development
456	65611	fix	167	1	25	need	1	25	need
457	65651	fix	167	1	25	need	1	25	need
458	65671	fix	167	1	25	need	1	25	need
459	65711	fix	167	1	25	need	1	25	need
460	65750	fix	167	1	25	need	1	25	need
461	65770	fix	167	1	25	need	1	25	need
462	65810	fix	167	1	25	need	1	25	need
463	65830	fix	167	1	25	need	1	25	need
464	65870	fix	161	1	24	change	1	24	change
465	65910	fix	161	1	24	change	1	24	change
466	65930	fix	161	1	24	change	1	24	change
467	65970	fix	161	1	24	change	1	24	change
468	65990	fix	161	1	24	change	1	24	change
469	66030	fix	161	1	24	change	1	24	change
470	66069	fix	161	1	24	change	1	24	change
471	66089	fix	161	1	24	change	1	24	change
472	66129	fix	161	1	24	change	1	24	change
473	66169	fix	161	1	24	change	1	24	change
474	66209	fix	162	1	24	change	1	24	change
475	66229	fix	162	1	24	change	1	24	change
476	66249	fix	162	1	24	change	1	24	change
477	66289	fix	162	1	24	change	1	24	change
478	66329	fix	162	1	24	change	1	24	change
479	66349	fix	162	1	24	change	1	24	change
480	66369	fix	156	1	23	climate	1	23	climate
481	66388	fix	156	1	23	climate	1	23	climate
482	66408	fix	156	1	23	climate	1	23	climate
483	66448	fix	156	1	23	climate	1	23	climate
484	66488	fix	156	1	23	climate	1	23	climate
485	66508	fix	156	1	23	climate	1	23	climate
486	66548	fix	156	1	23	climate	1	23	climate
487	66569	fix	156	1	23	climate	1	23	climate
488	66608	fix	156	1	23	climate	1	23	climate
489	66648	fix	156	1	23	climate	1	23	climate
490	66668	fix	150	1	22	on	1	22	on
491	66707	fix	150	1	22	on	1	22	on
492	66747	fix	150	1	22	on	1	22	on
493	66767	fix	150	1	22	on	1	22	on
494	66807	fix	150	1	22	on	1	22	on
495	66827	fix	150	1	22	on	1	22	on
496	66867	fix	150	1	22	on	1	22	on
497	66907	fix	150	1	22	on	1	22	on
498	66927	fix	150	1	22	on	1	22	on
499	66967	fix	150	1	22	on	1	22	on
500	66987	fix	150	1	22	on	1	22	on
501	67027	fix	145	1	21	action	1	21	action
502	67066	fix	145	1	21	action	1	21	action
503	67086	fix	145	1	21	action	1	21	action
504	67126	fix	145	1	21	action	1	21	action
505	67166	fix	145	1	21	action	1	21	action
506	67186	fix	145	1	21	action	1	21	action
507	67226	fix	145	1	21	action	1	21	action
508	67246	fix	145	1	21	action	1	21	action
509	67286	fix	145	1	21	action	1	21	action
510	67325	fix	145	1	21	action	1	21	action
511	67345	fix	145	1	21	action	1	21	action
512	67385	fix	145	1	21	action	1	21	action
513	67405	fix	145	1	21	action	1	21	action
514	67445	fix	145	1	21	action	1	21	action
515	67566	fix	135	2	21	så	2	21	så
516	67605	fix	135	2	21	så	2	21	så
517	67644	fix	135	2	21	så	2	21	så
518	67665	fix	135	2	21	så	2	21	så
519	67704	fix	133	2	21	så	2	21	så
520	67744	fix	133	2	21	så	2	21	så
521	67764	fix	133	2	21	så	2	21	så
522	67804	fix	133	2	21	så	2	21	så
523	67824	fix	133	2	21	så	2	21	så
524	67864	fix	133	2	21	så	2	21	så
525	67904	fix	133	2	21	så	2	21	så
526	67924	fix	133	2	21	så	2	21	så
527	67964	fix	133	2	21	så	2	21	så
528	67984	fix	133	2	21	så	2	21	så
529	68023	fix	133	2	21	så	2	21	så
530	68063	fix	133	2	21	så	2	21	så
531	68502	fix	133	2	21	så	2	21	så
532	68542	fix	133	2	21	så	2	21	så
533	68562	fix	133	2	21	så	2	21	så
534	68602	fix	133	2	21	så	2	21	så
535	68641	fix	133	2	21	så	2	21	så
536	68661	fix	133	2	21	så	2	21	så
537	68701	fix	133	2	21	så	2	21	så
538	68741	fix	133	2	21	så	2	21	så
539	68761	fix	133	2	21	så	2	21	så
540	68801	fix	133	2	21	så	2	21	så
541	68821	fix	133	2	21	så	2	21	så
542	68861	fix	133	2	21	så	2	21	så
543	68901	fix	133	2	21	så	2	21	så
544	68921	fix	133	2	21	så	2	21	så
545	68960	fix	133	2	21	så	2	21	så
546	68980	fix	133	2	21	så	2	21	så
547	69020	fix	133	2	21	så	2	21	så
548	69060	fix	133	2	21	så	2	21	så
549	69080	fix	133	2	21	så	2	21	så
550	69120	fix	133	2	21	så	2	21	så
551	69140	fix	133	2	21	så	2	21	så
552	69160	fix	133	2	21	så	2	21	så
553	69180	fix	133	2	21	så	2	21	så
554	69219	fix	133	2	21	så	2	21	så
555	69239	fix	133	2	21	så	2	21	så
556	69279	fix	133	2	21	så	2	21	så
557	69319	fix	133	2	21	så	2	21	så
558	69339	fix	133	2	21	så	2	21	så
559	69379	fix	133	2	21	så	2	21	så
560	69419	fix	133	2	21	så	2	21	så
561	69439	fix	133	2	21	så	2	21	så
562	69479	fix	133	2	21	så	2	21	så
563	69499	fix	133	2	21	så	2	21	så
564	69539	fix	133	2	21	så	2	21	så
