n	time	type	cur	win	id	str	win_c	id_c	str_c
57	23489	key_ins	30	2	4	t	t2	4	t
58	23623	key_ins	31	2	4	å	t2	4	å
59	23735	key_ins	32	2	4	e	t2	4	e
60	23865	key_ins	33	2	4	l	t2	4	l
61	24019	key_ins	34	2	4	i	t2	4	i
62	24185	key_ins	35	2	4	g	t2	4	g
63	24396	key_ins	36	2	4	t	t2	4	t
64	24434	fix	34	2	4	forstÃ¥eligt	2	4	forståeligt
65	24881	key_ins	37	2	4	_	t2	4	_
66	25363	key_ins	38	2	5	t	t2	5	t
67	25416	key_ins	39	2	5	i	t2	5	i
68	25509	key_ins	40	2	5	l	t2	5	l
69	25701	key_ins	41	2	5	b	t2	5	b
70	25780	key_ins	42	2	5	a	t2	5	a
71	25968	key_ins	43	2	5	g	t2	5	g
72	26064	key_ins	44	2	5	e	t2	5	e
73	26229	fix	38	2	5	tilbageholdende	2	5	tilbageholdende
74	26541	key_ins	45	2	5	h	t2	5	h
75	26548	fix	45	2	5	tilbageholdende	2	5	tilbageholdende
76	26683	key_ins	46	2	5	o	t2	5	o
77	26687	fix	45	2	5	tilbageholdende	2	5	tilbageholdende
78	26707	fix	45	2	5	tilbageholdende	2	5	tilbageholdende
79	26846	fix	46	2	5	tilbageholdende	2	5	tilbageholdende
80	26847	fix	46	2	5	tilbageholdende	2	5	tilbageholdende
81	26887	key_ins	47	2	5	æ	t2	5	æ
82	26906	fix	47	2	5	tilbageholdende	2	5	tilbageholdende
83	26907	fix	47	2	5	tilbageholdende	2	5	tilbageholdende
84	27023	key_ins	48	2	5	d	t2	5	d
85	27027	fix	47	2	5	tilbageholdende	2	5	tilbageholdende
86	27086	fix	48	2	5	tilbageholdende	2	5	tilbageholdende
87	27438	key_del	48	2	5	d	t2	5	d
88	27445	fix	47	2	5	tilbageholdende	2	5	tilbageholdende
89	27618	key_del	47	2	5	æ	t2	5	æ
90	27624	fix	46	2	5	tilbageholdende	2	5	tilbageholdende
91	28173	key_ins	47	2	5	l	t2	5	l
92	28303	key_ins	48	2	5	d	t2	5	d
93	28457	key_ins	49	2	5	e	t2	5	e
94	28558	key_ins	50	2	5	n	t2	5	n
95	28678	key_ins	51	2	5	d	t2	5	d
96	28761	fix	618	1	102	mitigation	2	5	tilbageholdende
97	28905	key_ins	52	2	5	e	t2	5	e
98	29080	fix	64	1	8	compromise	1	8	compromise
99	29499	fix	64	1	8	compromise	1	8	compromise
100	29658	fix	79	1	10	chances	1	10	chances
101	30230	key_ins	53	2	5	_	t2	5	_
102	30316	fix	71	1	8	compromise	1	8	compromise
103	30329	key_ins	54	2	6	m	t2	6	m
104	30336	fix	71	1	8	compromise	1	8	compromise
105	30457	key_ins	55	2	6	e	t2	6	e
106	30476	fix	71	1	8	compromise	1	8	compromise
107	30555	fix	81	1	10	chances	1	10	chances
108	30656	key_ins	56	2	6	d	t2	6	d
109	30675	fix	81	1	10	chances	1	10	chances
110	30755	fix	78	1	9	their	1	9	their
111	30770	key_ins	57	2	6	_	t2	6	_
112	30794	fix	78	1	9	their	1	9	their
113	31398	key_ins	58	2	7	a	t2	7	a
114	31721	key_ins	59	2	7	t	t2	7	t
115	31931	fix	54	1	6	reluctant	1	6	reluctant
116	32051	fix	54	1	6	reluctant	1	6	reluctant
117	32201	key_ins	60	2	7	_	t2	7	_
118	32230	fix	65	1	8	compromise	1	8	compromise
119	32788	fix	35	1	5	understandably	1	5	understandably
120	33047	fix	33	2	4	forstÃ¥eligt	2	4	forståeligt
121	33307	fix	44	2	5	tilbageholdende	2	5	tilbageholdende
122	33705	fix	11	1	2	developing	1	2	developing
123	33825	fix	6	1	1	Although	1	1	Although
124	34603	fix	38	1	5	understandably	1	5	understandably
125	34862	fix	54	1	6	reluctant	1	6	reluctant
126	35101	fix	66	1	8	compromise	1	8	compromise
127	35400	fix	78	1	9	their	1	9	their
128	35719	fix	68	1	8	compromise	1	8	compromise
129	36497	fix	80	1	10	chances	1	10	chances
130	36756	fix	94	1	12	achieving	1	12	achieving
131	37095	fix	54	1	6	reluctant	1	6	reluctant
132	37254	fix	67	1	8	compromise	1	8	compromise
133	37812	fix	75	1	9	their	1	9	their
134	38111	fix	81	1	10	chances	1	10	chances
135	38291	fix	96	1	12	achieving	1	12	achieving
136	38530	fix	110	1	14	standards	1	14	standards
137	39168	fix	43	1	5	understandably	1	19	poor
138	39507	fix	75	1	9	their	1	9	their
139	39826	fix	65	1	8	compromise	1	8	compromise
140	40065	fix	72	1	8	compromise	1	8	compromise
141	40185	fix	72	1	8	compromise	1	8	compromise
142	40325	fix	68	1	8	compromise	1	8	compromise
143	40444	fix	65	1	8	compromise	1	8	compromise
144	40803	fix	0	1	1	Although	1	8	compromise
145	40943	fix	0	1	1	Although	1	8	compromise
146	41938	key_ins	61	2	7	k	t2	7	k
147	42041	key_ins	62	2	7	o	t2	7	o
148	42558	fix	571	1	94	the	2	7	at
149	42715	key_del	62	2	7	o	t2	7	o
150	42945	key_del	61	2	7	k	t2	7	k
151	43096	fix	0	1	1	Although	1	8	compromise
152	43652	key_ins	61	2	8	s	t2	8	s
153	43714	key_ins	62	2	8	æ	t2	8	æ
154	43883	key_ins	63	2	8	t	t2	8	t
155	44015	key_ins	64	2	8	t	t2	8	t
156	44124	key_ins	65	2	8	e	t2	8	e
157	44262	key_ins	66	2	8	_	t2	8	_
158	44341	key_ins	67	2	9	d	t2	9	d
159	44506	key_ins	68	2	9	e	t2	9	e
160	44589	key_ins	69	2	9	r	t2	9	r
161	44611	fix	571	1	94	the	2	9	deres
162	44739	key_ins	70	2	9	e	t2	9	e
163	44771	fix	77	1	9	their	1	9	their
164	45017	key_ins	71	2	9	s	t2	9	s
165	45406	key_ins	72	2	9	_	t2	9	_
166	45616	key_ins	73	2	10	m	t2	10	m
167	45803	key_ins	74	2	10	u	t2	10	u
168	45971	key_ins	75	2	10	l	t2	10	l
169	46028	key_ins	76	2	10	i	t2	10	i
170	46346	fix	74	2	10	muligheder	2	10	muligheder
171	46850	key_ins	77	2	10	g	t2	10	g
172	46864	fix	74	2	10	muligheder	2	10	muligheder
173	46969	key_ins	78	2	10	h	t2	10	h
174	47061	key_ins	79	2	10	e	t2	10	e
175	47230	key_ins	80	2	10	d	t2	10	d
176	47372	key_ins	81	2	10	e	t2	10	e
177	47382	fix	98	1	12	achieving	1	12	achieving
178	47430	key_ins	82	2	10	r	t2	10	r
179	47442	fix	98	1	12	achieving	1	12	achieving
180	47501	key_ins	83	2	10	_	t2	10	_
181	47522	fix	98	1	12	achieving	1	12	achieving
182	47654	key_ins	84	2	11	f	t2	11	f
183	47661	fix	98	1	12	achieving	1	12	achieving
184	47698	key_ins	85	2	11	o	t2	11	o
185	47702	fix	98	1	12	achieving	1	12	achieving
186	47741	fix	112	1	14	standards	1	14	standards
187	47842	key_ins	86	2	11	r	t2	11	r
188	47861	fix	112	1	14	standards	1	14	standards
189	47960	key_ins	87	2	11	_	t2	11	_
190	48001	fix	86	2	11	for	2	11	for
191	48065	key_ins	88	2	12	a	t2	12	a
192	48080	fix	86	2	11	for	2	11	for
193	48262	key_ins	89	2	12	t	t2	12	t
194	48280	fix	86	2	11	for	2	11	for
195	48514	key_ins	90	2	12	_	t2	12	_
196	48880	key_ins	91	2	13	o	t2	13	o
197	48971	key_ins	92	2	13	p	t2	13	p
198	49351	key_ins	93	2	13	n	t2	13	n
199	49572	key_ins	94	2	13	å	t2	13	å
200	49783	key_ins	95	2	13	_	t2	13	_
201	50114	fix	194	1	29	development	1	13	better
202	50194	fix	194	1	29	development	1	13	better
203	50293	fix	105	1	13	better	1	13	better
204	50453	fix	104	1	13	better	1	13	better
205	50556	key_ins	96	2	14	e	t2	14	e
206	50572	fix	104	1	13	better	1	13	better
207	50612	fix	98	1	12	achieving	1	12	achieving
208	50649	key_ins	97	2	14	n	t2	14	n
209	50653	fix	98	1	12	achieving	1	12	achieving
210	50792	fix	123	1	16	living	1	16	living
211	51031	fix	11	2	2	udviklingslandene	2	2	udviklingslandene
212	51230	fix	5	2	1	Selvom	2	1	Selvom
213	51410	fix	93	2	13	opnÃ¥	2	13	opnå
214	51932	key_ins	98	2	14	_	t2	14	_
215	52090	key_ins	99	2	15	b	t2	15	b
216	52161	key_ins	100	2	15	e	t2	15	e
217	52317	key_ins	101	2	15	d	t2	15	d
218	52483	key_ins	102	2	15	r	t2	15	r
219	52543	key_ins	103	2	15	e	t2	15	e
220	52685	key_ins	104	2	15	_	t2	15	_
221	53049	key_ins	105	2	16	l	t2	16	l
222	53161	key_ins	106	2	16	e	t2	16	e
223	53327	key_ins	107	2	16	v	t2	16	v
224	53446	key_ins	108	2	16	e	t2	16	e
225	53653	key_ins	109	2	16	s	t2	16	s
226	53811	key_ins	110	2	16	t	t2	16	t
227	54013	key_ins	111	2	16	a	t2	16	a
228	54167	key_ins	112	2	16	n	t2	16	n
229	54309	key_ins	113	2	16	d	t2	16	d
230	54440	fix	113	2	16	levestandard	2	16	levestandard
231	54532	key_ins	114	2	16	a	t2	16	a
232	54540	fix	114	2	16	levestandard	2	16	levestandard
233	54777	key_ins	115	2	16	r	t2	16	r
234	54899	fix	137	1	19	poor	1	19	poor
235	55011	key_ins	116	2	16	d	t2	16	d
236	55038	fix	137	1	19	poor	1	19	poor
237	55198	fix	229	1	34	offered	1	19	poor
238	55377	fix	143	1	21	action	1	21	action
239	55412	key_ins	117	2	16	_	t2	16	_
240	55437	fix	143	1	21	action	1	21	action
241	55616	fix	155	1	23	climate	1	23	climate
242	55756	fix	129	1	17	for	1	17	for
243	56713	fix	495	1	78	bearing	2	16	levestandard
244	56873	fix	116	2	16	levestandard	2	16	levestandard
245	57471	key_ins	118	2	17	f	t2	17	f
246	57546	key_ins	119	2	17	o	t2	17	o
247	57663	key_ins	120	2	17	r	t2	17	r
248	57762	key_ins	121	2	17	_	t2	17	_
249	57905	key_ins	122	2	18	d	t2	18	d
250	57969	fix	122	2	18	de	2	18	de
251	58109	fix	115	2	16	levestandard	2	16	levestandard
252	58348	fix	105	2	16	levestandard	2	16	levestandard
253	58507	fix	122	2	18	de	2	18	de
254	58666	key_ins	123	2	18	e	t2	18	e
255	58667	fix	123	2	18	de	2	18	de
256	59042	key_ins	124	2	18	_	t2	18	_
257	59359	key_ins	125	2	19	f	t2	19	f
258	59535	key_ins	126	2	19	a	t2	19	a
259	59727	key_ins	127	2	19	t	t2	19	t
260	59909	key_ins	128	2	19	t	t2	19	t
261	60122	fix	128	2	19	fattige	2	19	fattige
262	60183	fix	128	2	19	fattige	2	19	fattige
263	60225	key_ins	129	2	19	i	t2	19	i
264	60242	fix	129	2	19	fattige	2	19	fattige
265	60581	fix	117	1	15	of	1	15	of
266	60635	key_ins	130	2	19	g	t2	19	g
267	60641	fix	117	1	15	of	1	15	of
268	60800	fix	135	1	19	poor	1	19	poor
269	60823	key_ins	131	2	19	e	t2	19	e
270	60840	fix	135	1	19	poor	1	19	poor
271	61075	key_ins	132	2	19	_	t2	19	_
272	61575	key_ins	133	2	20	p	t2	20	p
273	61645	key_ins	134	2	20	å	t2	20	å
274	61893	key_ins	135	2	20	_	t2	20	_
275	62089	key_ins	136	2	21	s	t2	21	s
276	62147	key_ins	137	2	21	p	t2	21	p
277	62321	key_ins	138	2	21	i	t2	21	i
278	62558	key_ins	139	2	21	l	t2	21	l
279	62814	fix	385	1	58	.	1	58	.
280	62993	fix	106	2	16	levestandard	2	12	achieving
281	63193	fix	202	1	29	development	1	12	achieving
282	63532	fix	95	1	12	achieving	1	12	achieving
283	63671	fix	6	1	1	Although	1	1	Although
284	63970	fix	15	1	2	developing	1	2	developing
285	64130	fix	28	1	3	countries	1	3	countries
286	64489	fix	52	1	6	reluctant	1	6	reluctant
287	64708	fix	65	1	8	compromise	1	8	compromise
288	65007	fix	77	1	9	their	1	9	their
289	65286	fix	87	1	11	of	1	11	of
290	65466	fix	96	1	12	achieving	1	12	achieving
291	65725	fix	107	1	14	standards	1	14	standards
292	65964	fix	124	1	16	living	1	16	living
293	66124	fix	113	1	14	standards	1	14	standards
294	66323	fix	125	1	16	living	1	16	living
295	66502	fix	122	1	16	living	1	16	living
296	66662	fix	134	1	18	the	1	18	the
297	66941	fix	145	1	21	action	1	21	action
298	67160	fix	155	1	23	climate	1	23	climate
299	67360	fix	150	1	22	on	1	22	on
300	67539	fix	136	2	21	spil	2	21	spil
301	67679	fix	109	2	16	levestandard	2	16	levestandard
302	68077	fix	114	2	16	levestandard	2	16	levestandard
303	68197	fix	130	2	19	fattige	2	19	fattige
304	68735	fix	0	1	1	Although	1	1	Although
305	68875	fix	11	1	2	developing	1	2	developing
306	69034	fix	6	1	1	Although	1	1	Although
307	69353	fix	119	2	17	for	2	17	for
308	69792	fix	134	2	20	pÃ¥	2	20	på
309	70111	fix	20	2	2	udviklingslandene	2	2	udviklingslandene
310	70191	fix	20	2	2	udviklingslandene	2	2	udviklingslandene
311	70251	fix	14	2	2	udviklingslandene	2	2	udviklingslandene
312	71307	fix	123	2	18	de	2	3	er
313	71766	fix	26	2	4	forstÃ¥eligt	2	4	forståeligt
314	72224	fix	25	2	3	er	2	3	er
315	72364	fix	24	2	3	er	2	3	er
316	72404	fix	24	2	3	er	2	3	er
317	73652	key_ins	22	2	2	n	t2	2	n
318	73768	key_ins	23	2	2	e	t2	2	e
319	74099	fix	47	2	5	tilbageholdende	2	5	tilbageholdende
320	74477	fix	21	2	2	udviklingslandene	2	2	udviklingslandene
321	74677	fix	134	2	19	fattige	2	19	fattige
322	75215	fix	45	2	5	tilbageholdende	2	5	tilbageholdende
323	75375	fix	60	2	7	at	2	7	at
324	75654	fix	74	2	9	deres	2	9	deres
325	76172	fix	93	2	13	opnÃ¥	2	13	opnå
326	76312	fix	96	2	13	opnÃ¥	2	13	opnå
327	76870	fix	131	2	19	fattige	2	19	fattige
328	76989	fix	131	2	19	fattige	2	19	fattige
329	77069	fix	140	2	21	spil	2	21	spil
330	77288	fix	140	2	21	spil	2	21	spil
331	77568	fix	34	1	5	understandably	1	17	for
332	77707	fix	126	1	16	living	1	16	living
333	77887	fix	149	1	22	on	1	22	on
334	78046	fix	146	1	21	action	1	21	action
335	78186	fix	146	1	21	action	1	21	action
336	78345	fix	141	2	21	spil	2	21	spil
337	79023	fix	141	2	21	spil	2	21	spil
338	79621	fix	60	1	7	to	1	23	climate
339	79920	fix	171	1	26	not	1	26	not
340	80159	fix	177	1	27	threaten	1	27	threaten
341	80180	fix	177	1	27	threaten	1	27	threaten
342	80399	fix	173	1	26	not	1	26	not
343	80558	fix	188	1	28	economic	1	28	economic
344	80777	fix	199	1	29	development	1	29	development
345	80937	fix	200	1	29	development	1	29	development
346	81296	fix	147	1	21	action	1	21	action
347	81535	fix	571	1	94	the	1	94	the
348	81715	fix	259	1	38	countries	1	38	countries
349	81834	fix	175	1	27	threaten	1	27	threaten
350	82791	fix	571	1	94	the	1	21	spil
351	83572	key_ins	142	2	22	,	t2	22	,
352	83757	key_ins	143	2	22	_	t2	22	_
353	83976	key_ins	144	2	22	b	t2	22	b
354	84110	key_ins	145	2	22	e	t2	22	e
355	84339	key_ins	146	2	22	h	t2	22	h
356	84641	key_ins	147	2	22	ø	t2	22	ø
357	84832	key_ins	148	2	22	v	t2	22	v
358	84986	key_ins	149	2	22	e	t2	22	e
359	85184	fix	247	1	37	developing	1	24	change
360	85244	key_ins	150	2	22	s	t2	22	s
361	85263	fix	247	1	37	developing	1	24	change
362	85403	fix	158	1	23	climate	1	23	climate
363	85562	fix	155	1	23	climate	1	23	climate
364	85842	fix	160	1	24	change	1	24	change
365	88015	fix	167	1	25	need	1	25	need
366	88194	fix	161	1	24	change	1	24	change
367	88354	fix	155	1	23	climate	1	23	climate
368	88653	fix	154	1	23	climate	1	23	climate
369	88764	key_ins	151	2	23	_	t2	23	_
370	89351	fix	150	1	22	on	1	22	on
371	89749	fix	146	1	21	action	1	21	action
372	90168	fix	156	1	23	climate	1	23	climate
373	90188	fix	156	1	23	climate	1	23	climate
374	91723	fix	145	1	21	action	1	21	action
375	92002	fix	143	1	21	action	1	21	action
376	92182	fix	144	1	21	action	1	21	action
377	92580	fix	188	1	28	economic	1	28	economic
378	94116	fix	150	2	22	,	2	22	,
379	94295	fix	151	2	23	truer	2	22	,
380	94454	fix	151	2	23	truer	2	22	,
381	94574	fix	147	2	22	,	2	22	,
382	94740	key_ins	152	2	24	i	t2	24	i
383	94754	fix	152	2	24	handling	2	22	,
384	94898	key_ins	153	2	24	n	t2	24	n
385	94913	fix	153	2	24	handling	2	22	,
386	95179	key_ins	154	2	24	i	t2	24	i
387	95432	fix	154	1	23	climate	1	23	climate
388	95671	fix	150	1	22	on	1	22	on
389	95830	fix	144	1	21	action	1	21	action
390	96229	fix	154	2	24	handling	2	22	,
391	96389	fix	153	2	24	handling	2	22	,
392	96528	fix	240	1	36	encourage	1	21	action
393	96807	fix	154	1	23	climate	1	23	climate
394	97066	fix	154	2	24	handling	2	22	,
395	97585	fix	148	2	22	,	2	22	,
396	97744	fix	154	2	24	handling	2	22	,
397	98103	fix	139	1	20	,	1	20	,
398	98462	fix	137	1	19	poor	1	19	poor
399	98641	fix	142	1	21	action	1	21	action
400	99319	fix	187	1	28	economic	1	28	economic
401	100177	fix	46	2	5	tilbageholdende	2	22	,
402	100197	fix	46	2	5	tilbageholdende	2	22	,
403	100296	fix	154	2	24	handling	2	22	,
404	100785	key_ins	155	2	24	t	t2	24	t
405	100933	key_ins	156	2	24	i	t2	24	i
406	101054	key_ins	157	2	24	a	t2	24	a
407	101254	key_ins	158	2	24	v	t2	24	v
408	101677	key_ins	159	2	24	t	t2	24	t
409	101732	fix	158	2	24	handling	2	22	,
410	102091	fix	155	1	23	climate	1	23	climate
411	102119	key_ins	160	2	24	i	t2	24	i
412	102150	fix	155	1	23	climate	1	23	climate
413	102312	key_ins	161	2	24	e	t2	24	e
414	102374	key_ins	162	2	24	r	t2	24	r
415	102692	key_ins	163	2	24	_	t2	24	_
416	106118	fix	158	2	24	handling	2	22	,
417	106323	key_del	163	2	24	_	t2	24	_
418	106357	fix	159	2	24	handling	2	22	,
419	106570	key_del	162	2	24	r	t2	24	r
420	106576	fix	159	2	24	handling	2	22	,
421	106759	key_del	161	2	24	e	t2	24	e
422	106776	fix	159	2	24	handling	2	22	,
423	106909	key_del	160	2	24	i	t2	24	i
424	106915	fix	159	2	24	handling	2	22	,
425	107055	fix	158	2	24	handling	2	22	,
426	107243	key_del	159	2	24	t	t2	24	t
427	107254	fix	158	2	24	handling	2	22	,
428	107777	key_del	158	2	24	v	t2	24	v
429	107793	fix	157	2	24	handling	2	22	,
430	108376	key_ins	158	2	24	t	t2	24	t
431	108491	key_ins	159	2	24	i	t2	24	i
432	108608	key_ins	160	2	24	v	t2	24	v
433	108770	key_ins	161	2	24	e	t2	24	e
434	108845	key_ins	162	2	24	r	t2	24	r
435	109248	fix	164	1	24	change	1	24	change
436	109408	fix	161	1	24	change	1	24	change
437	109547	fix	155	1	23	climate	1	23	climate
438	110245	key_ins	163	2	24	_	t2	24	_
439	110424	fix	250	1	37	developing	1	23	climate
440	110743	fix	153	2	24	handling	2	22	,
441	111122	fix	147	2	22	,	2	22	,
442	111381	fix	145	2	22	,	2	22	,
443	111541	fix	148	2	22	,	2	22	,
444	111720	fix	158	2	24	handling	2	22	,
445	112819	key_ins	164	2	25	i	t2	25	i
446	112991	key_ins	165	2	25	_	t2	25	_
447	113110	key_ins	166	2	26	f	t2	26	f
448	113218	key_ins	167	2	26	o	t2	26	o
449	113310	key_ins	168	2	26	r	t2	26	r
450	113431	key_ins	169	2	26	h	t2	26	h
451	113557	key_ins	170	2	26	o	t2	26	o
452	113721	key_ins	171	2	26	l	t2	26	l
453	113827	key_ins	172	2	26	d	t2	26	d
454	113935	key_ins	173	2	26	_	t2	26	_
455	114051	key_ins	174	2	27	t	t2	27	t
456	114178	key_ins	175	2	27	i	t2	27	i
457	114271	key_ins	176	2	27	l	t2	27	l
458	114471	key_ins	177	2	27	_	t2	27	_
459	114669	key_ins	178	2	28	k	t2	28	k
460	114765	key_ins	179	2	28	l	t2	28	l
461	114903	key_ins	180	2	28	i	t2	28	i
462	115103	key_ins	181	2	28	m	t2	28	m
463	115231	key_ins	182	2	28	a	t2	28	a
464	115379	key_ins	183	2	28	f	t2	28	f
465	115405	key_ins	184	2	28	o	t2	28	o
466	115559	key_ins	185	2	28	r	t2	28	r
467	115739	key_ins	186	2	28	a	t2	28	a
468	115857	key_ins	187	2	28	n	t2	28	n
469	116097	key_ins	188	2	28	d	t2	28	d
470	116107	fix	184	2	28	klimaforandringer	2	28	klimaforandringer
471	116126	fix	184	2	28	klimaforandringer	2	28	klimaforandringer
472	116306	fix	187	2	28	klimaforandringer	2	28	klimaforandringer
473	116505	fix	187	2	28	klimaforandringer	2	28	klimaforandringer
474	116618	key_ins	189	2	28	r	t2	28	r
475	116665	fix	189	2	28	klimaforandringer	2	28	klimaforandringer
476	116804	fix	189	2	28	klimaforandringer	2	28	klimaforandringer
477	116809	key_ins	190	2	28	i	t2	28	i
478	116901	key_ins	191	2	28	n	t2	28	n
479	116904	fix	190	2	28	klimaforandringer	2	28	klimaforandringer
480	116984	fix	190	2	28	klimaforandringer	2	28	klimaforandringer
481	117094	key_ins	192	2	28	g	t2	28	g
482	117143	fix	191	2	28	klimaforandringer	2	28	klimaforandringer
483	117901	fix	187	2	28	klimaforandringer	2	28	klimaforandringer
484	117972	key_ins	193	2	28	d	t2	28	d
485	117981	fix	187	2	28	klimaforandringer	2	28	klimaforandringer
486	118080	fix	181	2	28	klimaforandringer	2	28	klimaforandringer
487	118172	key_ins	194	2	28	e	t2	28	e
488	118180	fix	181	2	28	klimaforandringer	2	28	klimaforandringer
489	118249	key_ins	195	2	28	r	t2	28	r
490	118260	fix	181	2	28	klimaforandringer	2	28	klimaforandringer
491	118379	fix	192	2	28	klimaforandringer	2	28	klimaforandringer
492	118499	fix	186	2	28	klimaforandringer	2	28	klimaforandringer
493	118678	fix	187	2	28	klimaforandringer	2	28	klimaforandringer
494	118898	fix	192	2	28	klimaforandringer	2	28	klimaforandringer
495	119475	key_del	195	2	28	r	t2	28	r
496	119476	fix	193	2	28	klimaforandringer	2	28	klimaforandringer
497	119496	fix	193	2	28	klimaforandringer	2	28	klimaforandringer
498	119619	key_del	194	2	28	e	t2	28	e
499	119635	fix	193	2	28	klimaforandringer	2	28	klimaforandringer
500	119776	key_del	193	2	28	d	t2	28	d
501	119795	fix	192	2	28	klimaforandringer	2	28	klimaforandringer
502	120074	fix	192	2	28	klimaforandringer	2	28	klimaforandringer
503	120333	fix	173	1	26	not	1	26	not
504	120423	key_ins	193	2	28	e	t2	28	e
505	120433	fix	173	1	26	not	1	26	not
506	120573	fix	169	1	25	need	1	25	need
507	120588	key_ins	194	2	28	r	t2	28	r
508	120825	key_ins	195	2	28	_	t2	28	_
509	121026	key_ins	196	2	29	i	t2	29	i
510	121189	key_ins	197	2	29	k	t2	29	k
511	121993	key_ins	198	2	29	k	t2	29	k
512	122133	key_ins	199	2	29	e	t2	29	e
513	122258	key_ins	200	2	29	_	t2	29	_
514	122392	key_ins	201	2	30	a	t2	30	a
515	122565	key_ins	202	2	30	t	t2	30	t
516	122665	key_ins	203	2	30	_	t2	30	_
517	122738	key_ins	204	2	30	t	t2	30	t
518	122918	key_ins	205	2	30	r	t2	30	r
519	123047	key_ins	206	2	30	u	t2	30	u
520	123144	fix	203	2	30	nÃ¸dvendigvis	2	29	ikke
521	123443	fix	180	1	27	threaten	1	27	threaten
522	124201	fix	188	1	28	economic	1	28	economic
523	124443	key_ins	207	2	30	e	t2	30	e
524	124460	fix	199	1	29	development	1	29	development
525	124640	fix	200	1	29	development	1	29	development
526	125063	key_ins	208	2	30	_	t2	30	_
527	125187	key_ins	209	2	31	d	t2	31	d
528	125357	key_ins	210	2	31	e	t2	31	e
529	125443	key_ins	211	2	31	n	t2	31	n
530	125732	key_ins	212	2	31	_	t2	31	_
531	125978	key_ins	213	2	32	ø	t2	32	ø
532	126185	key_ins	214	2	32	k	t2	32	k
533	126334	key_ins	215	2	32	o	t2	32	o
534	126338	key_ins	216	2	32	p	t2	32	p
535	126476	key_ins	217	2	32	n	t2	32	n
536	126873	fix	217	2	32	Ã¸konomiske	2	32	økonomiske
537	127074	key_del	217	2	32	n	t2	32	n
538	127252	fix	216	2	32	Ã¸konomiske	2	32	økonomiske
539	127264	key_del	216	2	32	p	t2	32	p
540	127291	fix	215	2	32	Ã¸konomiske	2	32	økonomiske
541	128019	key_ins	216	2	32	m	t2	32	m
542	128131	key_ins	217	2	32	o	t2	32	o
543	128859	key_del	217	2	32	o	t2	32	o
