n	time	type	cur	win	id	str	win_c	id_c	str_c
43	35123	key_ins	23	2	3	f	t2	3	f
44	35415	key_ins	24	2	3	o	t2	3	o
45	35552	key_ins	25	2	3	r	t2	3	r
46	35816	key_ins	26	2	3	s	t2	3	s
47	35947	key_ins	27	2	3	t	t2	3	t
48	36230	key_ins	28	2	3	å	t2	3	å
49	36351	key_ins	29	2	3	e	t2	3	e
50	36598	key_ins	30	2	3	l	t2	3	l
51	36832	key_ins	31	2	3	i	t2	3	i
52	36980	key_ins	32	2	3	g	t2	3	g
53	37184	key_ins	33	2	3	t	t2	3	t
54	37354	key_ins	34	2	3	_	t2	3	_
55	37505	key_ins	35	2	4	n	t2	4	n
56	37687	key_ins	36	2	4	o	t2	4	o
57	37871	key_ins	37	2	4	k	t2	4	k
58	38055	key_ins	38	2	4	_	t2	4	_
59	38158	key_ins	39	2	5	e	t2	5	e
60	38344	key_ins	40	2	5	r	t2	5	r
61	38475	key_ins	41	2	5	_	t2	5	_
62	38765	fix	133	1	18	the	1	5	understandably
63	40480	fix	51	1	6	reluctant	1	6	reluctant
64	42390	key_ins	42	2	6	t	t2	6	t
65	42521	key_ins	43	2	6	i	t2	6	i
66	42716	key_ins	44	2	6	l	t2	6	l
67	43385	key_ins	45	2	6	b	t2	6	b
68	43503	key_ins	46	2	6	a	t2	6	a
69	43681	key_ins	47	2	6	g	t2	6	g
70	43894	key_ins	48	2	6	e	t2	6	e
71	44576	key_ins	49	2	6	h	t2	6	h
72	44865	key_ins	50	2	6	o	t2	6	o
73	45091	key_ins	51	2	6	l	t2	6	l
74	45201	key_ins	52	2	6	d	t2	6	d
75	45400	key_ins	53	2	6	n	t2	6	n
76	45496	key_ins	54	2	6	e	t2	6	e
77	45687	key_ins	55	2	6	_	t2	6	_
78	45763	fix	147	1	21	action	1	6	reluctant
79	46680	fix	158	1	23	climate	1	7	to
80	49129	key_ins	56	2	7	m	t2	7	m
81	49260	key_ins	57	2	7	e	t2	7	e
82	49470	key_ins	58	2	7	d	t2	7	d
83	49663	key_ins	59	2	7	_	t2	7	_
84	49970	fix	67	1	8	compromise	1	8	compromise
85	51704	fix	58	2	7	med	2	7	med
86	52455	key_ins	60	2	8	a	t2	8	a
87	52603	key_ins	61	2	8	t	t2	8	t
88	52847	key_ins	62	2	8	_	t2	8	_
89	53091	key_ins	63	2	9	k	t2	9	k
90	53216	key_ins	64	2	9	o	t2	9	o
91	53391	key_ins	65	2	9	m	t2	9	m
92	53694	key_ins	66	2	9	p	t2	9	p
93	53887	key_ins	67	2	9	r	t2	9	r
94	54085	key_ins	68	2	9	o	t2	9	o
95	54306	key_ins	69	2	9	m	t2	9	m
96	54526	key_ins	70	2	9	i	t2	9	i
97	54710	key_ins	71	2	9	t	t2	9	t
98	54875	key_ins	72	2	9	t	t2	9	t
99	55094	key_ins	73	2	9	e	t2	9	e
100	55316	key_ins	74	2	9	r	t2	9	r
101	55518	key_ins	75	2	9	e	t2	9	e
102	55700	key_ins	76	2	9	_	t2	9	_
103	58044	fix	70	2	9	kompromittere	2	9	kompromittere
104	58304	fix	76	1	9	their	1	9	their
105	60297	fix	103	1	13	better	1	13	better
106	60716	fix	112	1	14	standards	1	14	standards
107	61175	fix	80	1	10	chances	1	10	chances
108	62693	key_ins	77	2	10	d	t2	10	d
109	62902	key_ins	78	2	10	e	t2	10	e
110	63076	key_ins	79	2	10	r	t2	10	r
111	63192	key_ins	80	2	10	e	t2	10	e
112	63898	key_ins	81	2	10	s	t2	10	s
113	64055	key_ins	82	2	10	_	t2	10	_
114	64943	fix	82	1	10	chances	1	10	chances
115	65341	fix	88	1	11	of	1	11	of
116	66637	fix	95	1	12	achieving	1	12	achieving
117	71075	key_ins	83	2	11	m	t2	11	m
118	71314	key_ins	84	2	11	u	t2	11	u
119	71593	key_ins	85	2	11	l	t2	11	l
120	71812	key_ins	86	2	11	i	t2	11	i
121	71975	key_ins	87	2	11	g	t2	11	g
122	72130	key_ins	88	2	11	h	t2	11	h
123	72225	key_ins	89	2	11	e	t2	11	e
124	72453	key_ins	90	2	11	d	t2	11	d
125	72629	key_ins	91	2	11	e	t2	11	e
126	72836	key_ins	92	2	11	r	t2	11	r
127	73043	key_ins	93	2	11	_	t2	11	_
128	73294	key_ins	94	2	12	f	t2	12	f
129	73442	key_ins	95	2	12	o	t2	12	o
130	73565	key_ins	96	2	12	r	t2	12	r
131	73755	key_ins	97	2	12	_	t2	12	_
132	75503	key_ins	98	2	13	a	t2	13	a
133	75628	key_ins	99	2	13	t	t2	13	t
134	75812	key_ins	100	2	13	_	t2	13	_
135	76193	key_ins	101	2	14	o	t2	14	o
136	76314	key_ins	102	2	14	p	t2	14	p
137	76545	key_ins	103	2	14	n	t2	14	n
138	76869	key_ins	104	2	14	å	t2	14	å
139	77027	key_ins	105	2	14	_	t2	14	_
140	77223	key_ins	106	2	15	b	t2	15	b
141	77292	key_ins	107	2	15	e	t2	15	e
142	77470	key_ins	108	2	15	d	t2	15	d
143	77669	key_ins	109	2	15	r	t2	15	r
144	77779	key_ins	110	2	15	e	t2	15	e
145	77928	key_ins	111	2	15	_	t2	15	_
146	78059	key_ins	112	2	16	s	t2	16	s
147	78172	key_ins	113	2	16	t	t2	16	t
148	78319	key_ins	114	2	16	a	t2	16	a
149	78474	key_ins	115	2	16	n	t2	16	n
150	78597	key_ins	116	2	16	d	t2	16	d
151	78855	key_ins	117	2	16	a	t2	16	a
152	78963	key_ins	118	2	16	r	t2	16	r
153	79114	key_ins	119	2	16	d	t2	16	d
154	79312	key_ins	120	2	16	e	t2	16	e
155	79491	key_ins	121	2	16	r	t2	16	r
156	79651	key_ins	122	2	98	_	1	16	living
157	80653	fix	116	1	14	standards	1	14	standards
158	83853	key_ins	112	2	16	l	t2	16	l
159	84009	key_ins	113	2	16	e	t2	16	e
160	84212	key_ins	114	2	16	v	t2	16	v
161	84312	key_ins	115	2	16	e	t2	16	e
162	85159	fix	118	1	15	of	1	15	of
163	85299	fix	120	1	16	living	1	16	living
164	85558	fix	128	1	17	for	1	17	for
165	86076	fix	120	2	16	levestandarder	2	16	levestandarder
166	87352	fix	123	2	16	levestandarder	2	16	levestandarder
167	87412	fix	123	2	16	levestandarder	2	16	levestandarder
168	88157	key_ins	126	2	16	_	t2	16	_
169	88300	key_ins	127	2	17	f	t2	17	f
170	88410	key_ins	128	2	17	o	t2	17	o
171	88542	key_ins	129	2	17	r	t2	17	r
172	88702	key_ins	130	2	17	_	t2	17	_
173	88798	key_ins	131	2	18	d	t2	18	d
174	89000	key_ins	132	2	18	e	t2	18	e
175	89161	key_ins	133	2	18	_	t2	18	_
176	89342	key_ins	134	2	19	f	t2	19	f
177	89626	key_ins	135	2	19	a	t2	19	a
178	89798	key_ins	136	2	19	t	t2	19	t
179	89936	key_ins	137	2	19	t	t2	19	t
180	90286	key_ins	138	2	19	i	t2	19	i
181	90588	key_ins	139	2	19	g	t2	19	g
182	90675	key_ins	140	2	19	e	t2	19	e
183	93094	fix	137	2	19	fattige	2	19	fattige
184	94769	fix	134	1	18	the	1	18	the
185	95028	fix	227	1	34	offered	1	19	poor
186	96803	fix	141	2	98	.	2	19	fattige
187	99985	key_ins	141	2	19	_	t2	19	_
188	100156	key_ins	142	2	19	v	t2	19	v
189	100317	key_ins	143	2	19	i	t2	19	i
190	100565	key_ins	144	2	19	l	t2	19	l
191	101046	key_ins	145	2	19	_	t2	19	_
192	102413	key_del	145	2	19	_	t2	19	_
193	102591	key_del	144	2	19	l	t2	19	l
194	102604	fix	102	2	14	opnÃ¥	2	14	opnå
195	102898	key_del	143	2	19	i	t2	19	i
196	103156	key_del	142	2	19	v	t2	19	v
197	103526	key_ins	142	2	19	e	t2	19	e
198	103736	key_ins	143	2	19	r	t2	19	r
199	103928	key_ins	144	2	19	_	t2	19	_
200	121286	fix	241	1	36	encourage	1	23	climate
201	124137	fix	148	1	22	on	1	22	on
202	125403	key_del	144	2	19	_	t2	19	_
203	125591	key_del	143	2	19	r	t2	19	r
204	125863	key_del	142	2	19	e	t2	19	e
205	126751	key_ins	142	2	20	v	t2	20	v
206	126875	key_ins	143	2	20	i	t2	20	i
207	127098	key_ins	144	2	20	l	t2	20	l
208	127293	key_ins	145	2	20	_	t2	20	_
209	137884	key_ins	146	2	20	a	t2	20	a
210	138056	key_ins	147	2	20	k	t2	20	k
211	138369	key_ins	148	2	20	t	t2	20	t
212	138464	key_ins	149	2	20	i	t2	20	i
213	138669	key_ins	150	2	20	o	t2	20	o
214	140169	key_ins	151	2	20	n	t2	20	n
215	140363	key_ins	152	2	20	_	t2	20	_
216	140548	key_ins	153	2	20	t	t2	20	t
217	140689	key_ins	154	2	20	i	t2	20	i
218	140914	key_ins	155	2	20	l	t2	20	l
219	147085	fix	151	2	20	vil	2	20	vil
220	147464	fix	153	2	20	vil	2	20	vil
221	149098	fix	155	2	20	vil	2	20	vil
222	149358	fix	154	2	20	vil	2	20	vil
223	149359	key_del	155	2	20	l	t2	20	l
224	149378	fix	154	2	20	vil	2	20	vil
225	149541	key_del	154	2	20	i	t2	20	i
226	149557	fix	154	2	98	.	2	20	vil
227	149701	key_del	153	2	20	t	t2	20	t
228	149716	fix	153	2	98	.	2	20	vil
229	149871	key_del	152	2	20	_	t2	20	_
230	149896	fix	152	2	98	.	2	20	vil
231	150135	fix	152	2	98	.	2	20	vil
232	150175	fix	152	2	98	.	2	20	vil
233	150315	fix	149	2	20	vil	2	20	vil
234	150494	fix	149	2	20	vil	2	20	vil
235	150953	key_del	151	2	20	n	t2	20	n
236	151184	key_del	150	2	20	o	t2	20	o
237	151382	key_del	149	2	20	i	t2	20	i
238	151391	fix	147	2	20	vil	2	20	vil
239	151573	key_del	148	2	20	t	t2	20	t
240	151836	key_del	147	2	20	k	t2	20	k
241	151969	fix	147	2	98	.	2	20	vil
242	152129	fix	147	2	98	.	2	20	vil
243	152130	key_del	146	2	20	a	t2	20	a
244	152288	fix	146	2	98	.	2	20	vil
245	152528	fix	137	2	19	fattige	2	19	fattige
246	152707	fix	242	1	36	encourage	1	23	climate
247	153086	fix	155	1	23	climate	1	23	climate
248	153724	fix	148	1	22	on	1	22	on
249	154003	fix	148	1	22	on	1	22	on
250	154262	fix	142	1	21	action	1	21	action
251	154541	fix	142	1	21	action	1	21	action
252	154701	fix	149	1	22	on	1	22	on
253	154900	fix	149	1	22	on	1	22	on
254	155100	fix	144	1	21	action	1	21	action
255	155618	fix	152	1	23	climate	1	23	climate
256	155857	fix	241	1	36	encourage	1	23	climate
257	156156	fix	159	1	24	change	1	24	change
258	156595	fix	334	1	51	could	1	23	climate
259	158389	fix	146	1	21	action	1	21	action
260	160383	fix	146	1	21	action	1	21	action
261	160961	fix	145	1	21	action	1	21	action
262	161200	fix	149	1	22	on	1	22	on
263	161400	fix	145	1	21	action	1	21	action
264	161858	fix	146	2	98	.	2	20	vil
265	161998	fix	146	2	98	.	2	20	vil
266	162656	fix	144	1	21	action	1	21	action
267	163055	fix	145	1	21	action	1	21	action
268	163214	fix	145	1	21	action	1	21	action
269	168498	fix	141	1	21	action	1	21	action
270	169235	fix	6	1	1	Although	1	1	Although
271	169474	fix	13	1	2	developing	1	2	developing
272	169614	fix	14	1	2	developing	1	2	developing
273	169734	fix	24	1	3	countries	1	3	countries
274	170112	fix	24	1	3	countries	1	3	countries
275	170172	fix	24	1	3	countries	1	3	countries
276	170312	fix	34	1	5	understandably	1	5	understandably
277	170591	fix	38	1	5	understandably	1	5	understandably
278	170990	fix	44	1	5	understandably	1	5	understandably
279	171129	fix	55	1	6	reluctant	1	6	reluctant
280	171568	fix	65	1	8	compromise	1	8	compromise
281	171827	fix	67	1	8	compromise	1	8	compromise
282	172266	fix	77	1	9	their	1	9	their
283	172505	fix	66	1	8	compromise	1	8	compromise
284	172804	fix	66	1	8	compromise	1	8	compromise
285	173203	fix	76	1	9	their	1	9	their
286	173602	fix	81	1	10	chances	1	10	chances
287	174220	fix	95	1	12	achieving	1	12	achieving
288	174459	fix	110	1	14	standards	1	14	standards
289	174857	fix	119	1	15	of	1	15	of
290	175057	fix	120	1	16	living	1	16	living
291	175197	fix	123	1	16	living	1	16	living
292	175575	fix	133	1	18	the	1	18	the
293	175874	fix	138	1	19	poor	1	19	poor
294	176054	fix	144	1	21	action	1	21	action
295	176851	fix	151	1	23	climate	1	23	climate
296	177051	fix	144	1	21	action	1	21	action
297	177669	fix	143	1	21	action	1	21	action
298	177788	fix	145	1	21	action	1	21	action
299	178127	fix	144	1	21	action	1	21	action
300	178785	fix	149	1	22	on	1	22	on
301	178945	fix	149	1	22	on	1	22	on
302	179084	fix	143	1	21	action	1	21	action
303	179204	fix	144	1	21	action	1	21	action
304	179383	fix	143	1	21	action	1	21	action
305	179523	fix	142	1	21	action	1	21	action
306	179862	fix	143	1	21	action	1	21	action
307	180201	fix	142	1	21	action	1	21	action
308	180599	fix	143	1	21	action	1	21	action
309	180839	fix	142	1	21	action	1	21	action
310	181098	fix	142	1	21	action	1	21	action
311	181297	fix	240	1	36	encourage	1	22	on
312	183069	key_ins	146	2	21	a	t2	21	a
313	183245	key_ins	147	2	21	k	t2	21	k
314	183618	key_ins	148	2	21	t	t2	21	t
315	183743	key_ins	149	2	21	i	t2	21	i
316	184348	fix	627	1	102	mitigation	1	21	klimaforandringsaktiviteter
317	184687	fix	149	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
318	184866	fix	148	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
319	185384	fix	145	2	20	vil	2	20	vil
320	185544	fix	143	2	20	vil	2	20	vil
321	185684	fix	148	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
322	186043	fix	148	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
323	186302	fix	148	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
324	186479	key_ins	150	2	21	v	t2	21	v
325	187442	key_ins	151	2	21	i	t2	21	i
326	187793	key_ins	152	2	21	t	t2	21	t
327	187914	key_ins	153	2	21	e	t2	21	e
328	188106	key_ins	154	2	21	t	t2	21	t
329	188221	key_ins	155	2	21	e	t2	21	e
330	188344	key_ins	156	2	21	r	t2	21	r
331	196470	fix	152	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
332	196629	fix	152	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
333	196649	fix	152	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
334	196709	fix	151	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
335	196729	fix	151	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
336	196749	fix	151	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
337	196789	fix	151	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
338	196829	fix	151	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
339	197128	fix	149	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
340	197227	fix	149	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
341	197327	fix	147	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
342	197367	fix	147	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
343	198088	key_ins	146	2	21	k	t2	21	k
344	198237	key_ins	147	2	21	l	t2	21	l
345	198458	key_ins	148	2	21	i	t2	21	i
346	198720	key_ins	149	2	21	m	t2	21	m
347	198884	key_ins	150	2	21	a	t2	21	a
348	199417	key_ins	151	2	21	f	t2	21	f
349	199544	key_ins	152	2	21	o	t2	21	o
350	199640	key_ins	153	2	21	r	t2	21	r
351	199961	key_ins	154	2	21	a	t2	21	a
352	200119	key_ins	155	2	21	n	t2	21	n
353	200256	key_ins	156	2	21	d	t2	21	d
354	200429	key_ins	157	2	21	i	t2	21	i
355	201053	key_del	157	2	21	i	t2	21	i
356	201183	key_ins	157	2	21	r	t2	21	r
357	201336	key_ins	158	2	21	i	t2	21	i
358	201581	key_ins	159	2	21	n	t2	21	n
359	201673	key_ins	160	2	21	g	t2	21	g
360	201930	key_ins	161	2	21	s	t2	21	s
361	206797	fix	69	2	9	kompromittere	2	21	klimaforandringsaktiviteter
362	207395	fix	161	1	24	change	1	24	change
363	207595	fix	154	1	23	climate	1	23	climate
364	207794	fix	167	1	25	need	1	25	need
365	207993	fix	172	1	26	not	1	26	not
366	208213	fix	178	1	27	threaten	1	27	threaten
367	208552	fix	168	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
368	208811	fix	143	2	20	vil	2	20	vil
369	209230	fix	150	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
370	209708	fix	173	1	26	not	1	26	not
371	209908	fix	171	1	26	not	1	26	not
372	210027	fix	168	1	25	need	1	25	need
373	210207	fix	177	1	27	threaten	1	27	threaten
374	210805	fix	167	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
375	211044	fix	171	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
376	211624	key_ins	173	2	21	_	t2	21	_
377	211851	key_ins	174	2	22	i	t2	22	i
378	212087	key_ins	175	2	22	k	t2	22	k
379	212245	key_ins	176	2	22	k	t2	22	k
380	212381	key_ins	177	2	22	e	t2	22	e
381	212618	key_ins	178	2	22	_	t2	22	_
382	212763	key_ins	179	2	23	n	t2	23	n
383	213269	key_ins	180	2	23	ø	t2	23	ø
384	213402	key_ins	181	2	23	d	t2	23	d
385	213608	key_ins	182	2	23	v	t2	23	v
386	213706	key_ins	183	2	23	e	t2	23	e
387	213883	key_ins	184	2	23	n	t2	23	n
388	214009	key_ins	185	2	23	d	t2	23	d
389	214152	key_ins	186	2	23	i	t2	23	i
390	214329	key_ins	187	2	23	g	t2	23	g
391	214765	key_ins	188	2	23	v	t2	23	v
392	214944	key_ins	189	2	23	i	t2	23	i
393	215093	key_ins	190	2	23	s	t2	23	s
394	215248	key_ins	191	2	23	_	t2	23	_
395	215470	fix	260	1	38	countries	1	27	threaten
396	215649	fix	258	1	38	countries	1	27	threaten
397	215929	fix	175	1	27	threaten	1	27	threaten
398	216268	fix	190	1	28	economic	1	28	economic
399	216547	fix	189	1	28	economic	1	28	economic
400	216866	fix	155	2	21	klimaforandringsaktiviteter	2	21	klimaforandringsaktiviteter
401	217045	fix	180	2	23	nÃ¸dvendigvis	2	23	nødvendigvis
402	218704	key_ins	192	2	24	t	t2	24	t
403	218867	key_ins	193	2	24	r	t2	24	r
404	219198	fix	260	1	38	countries	1	27	threaten
405	219398	fix	266	1	38	countries	1	27	threaten
406	219717	fix	189	1	28	economic	1	28	economic
407	219777	fix	189	1	28	economic	1	28	economic
408	219779	key_ins	194	2	24	u	t2	24	u
409	219922	key_ins	195	2	24	e	t2	24	e
410	220115	fix	198	1	29	development	1	29	development
411	220176	fix	198	1	29	development	1	29	development
412	221057	key_ins	196	2	24	_	t2	24	_
413	221404	key_ins	197	2	25	ø	t2	25	ø
414	221642	key_ins	198	2	25	k	t2	25	k
415	221773	key_ins	199	2	25	o	t2	25	o
416	221985	key_ins	200	2	25	n	t2	25	n
417	222154	key_ins	201	2	25	o	t2	25	o
418	223435	key_ins	202	2	25	m	t2	25	m
419	223659	key_ins	203	2	25	i	t2	25	i
420	223779	key_ins	204	2	25	s	t2	25	s
421	223922	key_ins	205	2	25	k	t2	25	k
422	224092	key_ins	206	2	25	_	t2	25	_
423	224984	key_ins	207	2	26	u	t2	26	u
424	225094	key_ins	208	2	26	d	t2	26	d
425	225323	key_ins	209	2	26	v	t2	26	v
426	225432	key_ins	210	2	26	i	t2	26	i
427	225611	key_ins	211	2	26	k	t2	26	k
428	225791	key_ins	212	2	26	l	t2	26	l
429	225974	key_ins	213	2	26	i	t2	26	i
430	226220	key_ins	214	2	26	n	t2	26	n
431	226330	key_ins	215	2	26	g	t2	26	g
432	227313	fix	193	1	29	development	1	29	development
433	227652	fix	200	1	29	development	1	29	development
434	228070	fix	173	1	26	not	1	26	not
435	228509	fix	190	1	28	economic	1	28	economic
436	229326	fix	211	2	26	udvikling	2	26	udvikling
437	230131	key_ins	216	2	27	.	t2	27	.
438	230319	key_ins	217	2	27	_	t2	27	_
439	230583	fix	201	1	29	development	1	29	development
440	230882	fix	209	1	31	Incentives	1	31	Incentives
441	240830	fix	216	1	31	Incentives	1	31	Incentives
442	240950	fix	224	1	33	be	1	33	be
443	241508	fix	226	1	34	offered	1	34	offered
444	243143	fix	122	1	16	living	1	31	Incentives
445	243502	fix	208	1	31	Incentives	1	31	Incentives
446	243622	fix	209	1	31	Incentives	1	31	Incentives
447	244449	key_ins	218	2	28	I	t2	28	I
448	244985	key_ins	219	2	28	n	t2	28	n
449	245119	key_ins	220	2	28	c	t2	28	c
450	245264	key_ins	221	2	28	i	t2	28	i
451	245572	key_ins	222	2	28	t	t2	28	t
452	245700	key_ins	223	2	28	a	t2	28	a
453	245917	key_ins	224	2	28	m	t2	28	m
454	246062	key_ins	225	2	28	e	t2	28	e
455	246235	key_ins	226	2	28	n	t2	28	n
456	246586	key_ins	227	2	28	t	t2	28	t
457	246704	key_ins	228	2	28	e	t2	28	e
458	247759	key_ins	229	2	28	r	t2	28	r
459	248028	fix	208	1	31	Incentives	1	31	Incentives
460	248327	fix	220	1	32	must	1	32	must
461	248526	fix	224	1	33	be	1	33	be
462	248845	fix	228	1	34	offered	1	34	offered
463	249364	fix	229	1	34	offered	1	34	offered
464	249643	fix	239	1	36	encourage	1	36	encourage
465	254767	key_ins	230	2	28	_	t2	28	_
466	257777	fix	228	1	34	offered	1	34	offered
467	258096	fix	227	1	34	offered	1	34	offered
468	258495	fix	227	1	34	offered	1	34	offered
469	258934	fix	138	1	19	poor	1	34	offered
470	259232	fix	228	1	34	offered	1	34	offered
471	260849	key_ins	231	2	29	b	t2	29	b
472	261177	key_ins	232	2	29	ø	t2	29	ø
473	261351	key_ins	233	2	29	r	t2	29	r
474	261528	key_ins	234	2	29	_	t2	29	_
475	261677	key_ins	235	2	30	t	t2	30	t
476	261822	key_ins	236	2	30	i	t2	30	i
477	262036	key_ins	237	2	30	l	t2	30	l
478	262974	key_ins	238	2	30	b	t2	30	b
479	263196	key_ins	239	2	30	y	t2	30	y
480	263342	key_ins	240	2	30	d	t2	30	d
481	263552	key_ins	241	2	30	e	t2	30	e
482	263753	key_ins	242	2	30	s	t2	30	s
483	264197	fix	223	1	33	be	1	33	be
484	264616	fix	238	1	36	encourage	1	36	encourage
485	265630	key_ins	243	2	30	_	t2	30	_
486	265755	key_ins	244	2	31	t	t2	31	t
487	265860	key_ins	245	2	31	i	t2	31	i
488	266083	key_ins	246	2	31	l	t2	31	l
489	266219	key_ins	247	2	31	_	t2	31	_
490	266462	key_ins	248	2	32	a	t2	32	a
491	266621	key_ins	249	2	32	t	t2	32	t
492	266824	key_ins	250	2	32	_	t2	32	_
493	269740	fix	426	1	65	of	1	36	encourage
494	269859	fix	430	1	66	the	1	36	encourage
495	271973	fix	239	1	36	encourage	1	36	encourage
496	272252	fix	237	1	36	encourage	1	36	encourage
497	272391	fix	232	1	34	offered	1	34	offered
498	272690	fix	240	1	36	encourage	1	36	encourage
499	272890	fix	343	1	53	help	1	37	developing
500	273009	fix	247	1	37	developing	1	37	developing
501	273149	fix	258	1	38	countries	1	38	countries
502	273787	fix	282	1	42	extra	1	42	extra
503	274186	fix	287	1	43	green	1	43	green
504	274325	fix	293	1	44	mile	1	44	mile
505	274445	fix	293	1	44	mile	1	44	mile
506	274584	fix	293	1	44	mile	1	44	mile
507	275183	fix	218	1	32	must	1	32	must
508	275342	fix	229	1	34	offered	1	34	offered
509	275721	fix	229	1	34	offered	1	34	offered
510	275880	fix	236	1	36	encourage	1	36	encourage
511	276219	fix	284	1	43	green	1	43	green
512	276817	fix	294	1	45	and	1	45	and
513	277196	fix	299	1	46	implement	1	46	implement
514	277435	fix	290	1	44	mile	1	44	mile
515	277734	fix	235	1	35	to	1	35	to
516	278133	fix	241	1	36	encourage	1	36	encourage
517	278392	fix	241	1	36	encourage	1	36	encourage
518	278831	fix	249	1	37	developing	1	37	developing
519	279250	fix	239	1	36	encourage	1	36	encourage
520	279569	fix	250	1	37	developing	1	37	developing
521	279888	fix	260	1	38	countries	1	38	countries
522	280227	fix	238	1	36	encourage	1	36	encourage
523	280426	fix	236	1	36	encourage	1	36	encourage
524	280566	fix	238	1	36	encourage	1	36	encourage
525	282875	key_ins	251	2	33	o	t2	33	o
526	283041	key_ins	252	2	33	p	t2	33	p
527	283273	key_ins	253	2	33	f	t2	33	f
528	283751	key_ins	254	2	33	o	t2	33	o
529	283877	key_ins	255	2	33	r	t2	33	r
530	284097	key_ins	256	2	33	d	t2	33	d
531	284325	key_ins	257	2	33	r	t2	33	r
532	284551	key_ins	258	2	33	e	t2	33	e
533	285051	fix	250	1	37	developing	1	37	developing
534	286272	key_ins	259	2	33	_	t2	33	_
535	286486	key_ins	260	2	34	u	t2	34	u
536	286588	key_ins	261	2	34	d	t2	34	d
537	286849	key_ins	262	2	34	v	t2	34	v
538	286973	key_ins	263	2	34	i	t2	34	i
539	287167	key_ins	264	2	34	k	t2	34	k
540	287359	key_ins	265	2	34	l	t2	34	l
541	287569	key_ins	266	2	34	i	t2	34	i
542	287859	key_ins	267	2	34	n	t2	34	n
543	288030	key_ins	268	2	34	g	t2	34	g
544	288381	key_ins	269	2	34	s	t2	34	s
545	288642	key_ins	270	2	34	l	t2	34	l
