n	time	type	cur	win	id	str	win_c	id_c	str_c		
2441	364099	fix	116	2	19	tiltag	2	19	tiltag		
2442	364279	fix	33	2	5	er	2	20	på		
2443	364837	fix	42	2	7	overfor	2	21	klimaområdet		
2444	365116	fix	49	2	7	overfor	2	21	klimaområdet		
2445	365276	fix	43	2	7	overfor	2	21	klimaområdet		
2446	365535	fix	51	2	8	at	2	22	ikke		
2447	365694	fix	59	2	10	deres	2	24	skade		
2448	366073	fix	157	2	26	økonomiske	2	26	økonomiske		
2449	366272	fix	164	2	26	økonomiske	2	26	økonomiske		
2450	366432	fix	172	2	27	udvikling	2	27	udvikling		
2451	366711	fix	182	2	33	incitamenter	2	33	incitamenter		
2452	367070	fix	199	2	33	incitamenter	2	33	incitamenter		
2453	367668	fix	207	2	35	u-landende	2	35	u-landende		
2454	367867	fix	110	2	18	behøver	2	35	u-landende		
2455	368107	fix	124	2	20	på	2	37	at		
2456	368306	fix	124	2	20	på	2	37	at		
2457	368884	fix	125	2	21	klimaområdet	2	38	opfordre		
2458	369123	fix	119	2	19	tiltag	2	36	for		
2459	369622	fix	125	2	21	klimaområdet	2	38	opfordre		
2460	369821	fix	125	2	21	klimaområdet	2	38	opfordre		
2461	371795	fix	183	2	33	incitamenter	2	33	incitamenter		
2462	372134	fix	187	2	33	incitamenter	2	33	incitamenter		
2463	372254	fix	187	2	33	incitamenter	2	33	incitamenter		
2464	372293	fix	186	2	33	incitamenter	2	33	incitamenter		
2465	372413	fix	186	2	33	incitamenter	2	33	incitamenter		
2466	372553	fix	180	2	33	incitamenter	2	33	incitamenter		
2467	372692	fix	180	2	33	incitamenter	2	33	incitamenter		
2468	372832	fix	180	2	33	incitamenter	2	33	incitamenter		
2469	372971	fix	180	2	33	incitamenter	2	33	incitamenter		
2470	373111	fix	180	2	33	incitamenter	2	33	incitamenter		
2471	373250	fix	180	2	33	incitamenter	2	33	incitamenter		
2472	373470	fix	178	2	28	.	2	28	.		
2473	373549	fix	178	2	28	.	2	28	.		
2474	373729	fix	178	2	28	.	2	28	.		
2475	373869	fix	178	2	28	.	2	28	.		
2476	374320	key_del	178	2	28	I	t2	28	I		
2477	374558	key_ins	178	2	29	D	t2	29	D		
2478	374734	key_ins	179	2	29	e	t2	29	e		
2479	374825	fix	287	2	47	miljøvenlig	2	33	incitamenter		
2480	374885	fix	287	2	47	miljøvenlig	2	33	incitamenter		
2481	374920	key_ins	180	2	29	r	t2	29	r		
2482	374976	key_ins	181	2	29	_	t2	29	_		
2483	374985	fix	276	2	46	implementere	2	29	Der		
2484	375110	key_ins	182	2	30	s	t2	30	s		
2485	375124	fix	179	2	29	Der	2	29	Der		
2486	375222	key_ins	183	2	30	k	t2	30	k		
2487	375224	fix	179	2	29	Der	2	29	Der		
2488	375316	key_ins	184	2	30	a	t2	30	a		
2489	375404	fix	187	2	33	incitamenter	2	33	incitamenter		
2490	375424	fix	187	2	33	incitamenter	2	33	incitamenter		
2491	375428	key_ins	185	2	30	l	t2	30	l		
2492	375444	fix	188	2	33	incitamenter	2	33	incitamenter		
2493	375522	fix	188	2	33	incitamenter	2	33	incitamenter		
2494	375523	fix	188	2	33	incitamenter	2	33	incitamenter		
2495	375761	fix	188	2	33	incitamenter	2	33	incitamenter		
2496	375762	fix	188	2	33	incitamenter	2	33	incitamenter		
2497	375781	fix	188	2	33	incitamenter	2	33	incitamenter		
2498	375782	fix	188	2	33	incitamenter	2	33	incitamenter		
2499	375841	fix	188	2	33	incitamenter	2	33	incitamenter		
2500	375842	fix	188	2	33	incitamenter	2	33	incitamenter		
2501	375868	key_ins	186	2	30	_	t2	30	_		
2502	375870	key_ins	187	2	31	g	t2	31	g		
2503	375872	key_ins	188	2	31	h	t2	31	h		
2504	375874	key_ins	189	2	32	i	t2	32	i		
2505	376008	key_ins	190	2	32	v	t2	32	v		
2506	376022	fix	192	2	33	incitamenter	2	33	incitamenter		
2507	376189	key_ins	191	2	32	e	t2	32	e		
2508	376201	fix	192	2	33	incitamenter	2	33	incitamenter		
2509	376376	key_ins	192	2	32	s	t2	32	s		
2510	376381	fix	192	2	32	gives	2	32	gives		
2511	377098	fix	192	2	32	gives	2	32	gives		
2512	377258	fix	192	2	32	gives	2	32	gives		
2513	377417	fix	192	2	32	gives	2	32	gives		
2514	377577	fix	192	2	32	gives	2	32	gives		
2515	377916	fix	192	2	32	gives	2	32	gives		
2516	377917	key_del	188	2	31	h	t2	31	h		
2517	378098	key_ins	188	2	31	_	t2	31	_		
2518	378115	fix	195	2	33	incitamenter	2	33	incitamenter		
2519	379059	key_ins	189	2	32	g	t2	32	g		
2520	379212	fix	95	2	16	levestandarder	2	16	levestandarder		
2521	379351	fix	194	2	33	incitamenter	2	33	incitamenter		
2522	379610	fix	194	2	33	incitamenter	2	33	incitamenter		
2523	379690	fix	196	2	33	incitamenter	2	33	incitamenter		
2524	379770	fix	196	2	33	incitamenter	2	33	incitamenter		
2525	379929	fix	196	2	33	incitamenter	2	33	incitamenter		
2526	380109	fix	196	2	33	incitamenter	2	33	incitamenter		
2527	380188	fix	196	2	33	incitamenter	2	33	incitamenter		
2528	380324	key_ins	194	2	32	_	t2	32	_		
2529	380328	fix	197	2	33	incitamenter	2	33	incitamenter		
2530	380941	key_ins	195	2	33	i	t2	33	i		
2531	385485	key_del	218	2	33	_	t2	33	_		
2532	385486	key_del	217	2	33	s	t2	33	s		
2533	385487	key_del	216	2	33	e	t2	33	e		
2534	385488	key_del	215	2	33	v	t2	33	v		
2535	385489	key_del	214	2	33	i	t2	33	i		
2536	385490	key_del	213	2	33	g	t2	33	g		
2537	385491	key_del	212	2	33	_	t2	33	_		
2538	385492	key_del	211	2	33	l	t2	33	l		
2539	385493	key_del	210	2	33	a	t2	33	a		
2540	385494	key_del	209	2	33	k	t2	33	k		
2541	385495	key_del	208	2	33	s	t2	33	s		
