n	time	type	cur	win	id	str	win_c	id_c	str_c		
1934	292545	fix	631	1	103	efforts	1	103	efforts		
1935	292685	fix	508	1	80	brunt	1	100	Adaptation		
1936	292844	fix	606	1	100	Adaptation	1	100	Adaptation		
1937	294470	key_ins	539	2	90	T	t2	90	T		
1938	294546	key_ins	540	2	90	i	t2	90	i		
1939	294668	key_ins	541	2	90	l	t2	90	l		
1940	294858	fix	350	2	56	.	2	90	Tilpasning		
1941	295157	fix	350	2	56	.	2	90	Tilpasning		
1942	295256	key_ins	542	2	90	p	t2	90	p		
1943	295268	key_ins	543	2	90	a	t2	90	a		
1944	295276	fix	350	2	56	.	2	90	Tilpasning		
1945	295555	fix	352	2	57	Nogle	2	90	Tilpasning		
1946	295624	key_ins	544	2	90	s	t2	90	s		
1947	295655	fix	352	2	57	Nogle	2	90	Tilpasning		
1948	295832	key_ins	545	2	90	n	t2	90	n		
1949	295834	key_ins	546	2	90	i	t2	90	i		
1950	295854	fix	517	1	84	Developing	1	102	mitigation		
1951	295855	fix	517	1	84	Developing	1	102	mitigation		
1952	295893	fix	517	1	84	Developing	1	102	mitigation		
1953	295894	fix	517	1	84	Developing	1	102	mitigation		
1954	296013	fix	517	1	84	Developing	1	102	mitigation		
1955	296014	fix	517	1	84	Developing	1	102	mitigation		
1956	296093	fix	522	1	84	Developing	1	102	mitigation		
1957	296094	fix	522	1	84	Developing	1	102	mitigation		
1958	296153	fix	522	1	84	Developing	1	102	mitigation		
1959	296154	fix	522	1	84	Developing	1	102	mitigation		
1960	296188	key_ins	547	2	90	n	t2	90	n		
1961	296190	key_ins	548	2	90	g	t2	90	g		
1962	296192	key_ins	549	2	90	_	t2	90	_		
1963	296252	fix	520	1	84	Developing	1	102	mitigation		
1964	296253	fix	520	1	84	Developing	1	102	mitigation		
1965	296298	key_ins	550	2	91	o	t2	91	o		
1966	296313	fix	520	1	84	Developing	1	102	mitigation		
1967	296333	fix	520	1	84	Developing	1	102	mitigation		
1968	296472	fix	520	1	84	Developing	1	102	mitigation		
1969	296473	fix	520	1	84	Developing	1	102	mitigation		
1970	296531	fix	633	1	103	efforts	1	103	efforts		
1971	296532	fix	633	1	103	efforts	1	103	efforts		
1972	296591	fix	633	1	103	efforts	1	103	efforts		
1973	296592	fix	633	1	103	efforts	1	103	efforts		
1974	296731	fix	357	2	58	af	2	90	Tilpasning		
1975	296732	fix	357	2	58	af	2	90	Tilpasning		
1976	296801	key_ins	551	2	91	g	t2	91	g		
1977	296803	key_ins	552	2	91	_	t2	91	_		
1978	296930	fix	452	2	75	rammes	2	90	Tilpasning		
1979	296931	fix	452	2	75	rammes	2	90	Tilpasning		
1980	297209	fix	623	1	102	mitigation	1	102	mitigation		
1981	297210	fix	623	1	102	mitigation	1	102	mitigation		
1982	297389	fix	518	1	84	Developing	1	102	mitigation		
1983	297390	fix	518	1	84	Developing	1	102	mitigation		
1984	298107	fix	518	1	84	Developing	1	102	mitigation		
1985	298108	fix	518	1	84	Developing	1	102	mitigation		
1986	298386	fix	519	1	84	Developing	1	102	mitigation		
1987	298387	fix	519	1	84	Developing	1	102	mitigation		
1988	298545	fix	518	1	84	Developing	1	102	mitigation		
1989	298546	fix	518	1	84	Developing	1	102	mitigation		
1990	298764	fix	522	1	84	Developing	1	102	mitigation		
1991	298765	fix	522	1	84	Developing	1	102	mitigation		
1992	299343	fix	528	1	85	countries	1	103	efforts		
1993	299344	fix	528	1	85	countries	1	103	efforts		
1994	299741	fix	519	1	84	Developing	1	102	mitigation		
1995	299742	fix	519	1	84	Developing	1	102	mitigation		
1996	300040	fix	522	1	84	Developing	1	102	mitigation		
1997	300041	fix	522	1	84	Developing	1	102	mitigation		
1998	300180	fix	522	1	84	Developing	1	102	mitigation		
1999	300181	fix	522	1	84	Developing	1	102	mitigation		
2000	300260	fix	530	1	85	countries	1	103	efforts		
2001	300261	fix	530	1	85	countries	1	103	efforts		
2002	300638	fix	640	1	104	must	1	104	must		
2003	300639	fix	640	1	104	must	1	104	must		
2004	301336	fix	521	1	84	Developing	1	102	mitigation		
2005	301337	fix	521	1	84	Developing	1	102	mitigation		
2006	302014	fix	519	1	84	Developing	1	102	mitigation		
2007	302015	fix	519	1	84	Developing	1	102	mitigation		
2008	302951	fix	522	1	84	Developing	1	102	mitigation		
2009	302952	fix	522	1	84	Developing	1	102	mitigation		
2010	303450	fix	529	1	85	countries	1	103	efforts		
2011	303451	fix	529	1	85	countries	1	103	efforts		
2012	303848	fix	539	1	87	in	1	104	must		
2013	303849	fix	539	1	87	in	1	104	must		
2014	304147	fix	518	1	84	Developing	1	102	mitigation		
2015	304148	fix	518	1	84	Developing	1	102	mitigation		
2016	305364	fix	356	2	57	Nogle	2	90	Tilpasning		
2017	305365	fix	356	2	57	Nogle	2	90	Tilpasning		
2018	305643	fix	518	1	84	Developing	1	102	mitigation		
2019	305644	fix	518	1	84	Developing	1	102	mitigation		
2020	305842	fix	513	1	82	it	1	101	and		
2021	305843	fix	513	1	82	it	1	101	and		
2022	305982	fix	530	1	85	countries	1	103	efforts		
2023	305983	fix	530	1	85	countries	1	103	efforts		
2024	306440	fix	640	1	104	must	1	104	must		
2025	306441	fix	640	1	104	must	1	104	must		
2026	306600	fix	640	1	104	must	1	104	must		
2027	306601	fix	640	1	104	must	1	104	must		
2028	306759	fix	522	1	84	Developing	1	102	mitigation		
2029	306760	fix	522	1	84	Developing	1	102	mitigation		
2030	307078	fix	529	1	85	countries	1	103	efforts		
2031	307079	fix	529	1	85	countries	1	103	efforts		
2032	307258	fix	638	1	104	must	1	104	must		
2033	307259	fix	638	1	104	must	1	104	must		
2034	308075	fix	450	2	75	rammes	2	90	Tilpasning		
2035	308076	fix	450	2	75	rammes	2	90	Tilpasning		
2036	308936	key_ins	553	2	91	r	t2	91	r		
2037	309105	key_ins	554	2	91	e	t2	91	e		
2038	309295	key_ins	555	2	91	d	t2	91	d		
2039	309413	key_ins	556	2	91	u	t2	91	u		
2040	309518	key_ins	557	2	91	c	t2	91	c		
2041	309702	key_ins	558	2	91	e	t2	91	e		
2042	309880	key_ins	559	2	91	r	t2	91	r		
2043	309930	fix	165	2	26	økonomiske	1	104	must		
2044	309950	fix	165	2	26	økonomiske	1	104	must		
2045	310070	fix	461	2	78	Især	2	91	og		
2046	310110	fix	461	2	78	Især	2	91	og		
2047	310125	key_ins	560	2	91	e	t2	91	e		
2048	310170	fix	461	2	78	Især	2	91	og		
2049	310648	fix	461	2	78	Især	2	91	og		
2050	310668	fix	463	2	78	Især	2	91	og		
2051	310713	key_ins	561	2	91	d	t2	91	d		
2052	310907	fix	638	1	104	must	1	104	must		
2053	310967	fix	638	1	104	must	1	104	must		
2054	310994	key_ins	562	2	91	e	t2	91	e		
2055	311126	fix	530	1	85	countries	1	103	efforts		
2056	311465	fix	462	2	78	Især	2	91	og		
2057	311665	fix	455	2	76	værst	2	91	og		
2058	311784	fix	455	2	76	værst	2	91	og		
2059	311854	key_ins	563	2	91	_	t2	91	_		
2060	312063	fix	463	2	78	Især	2	91	og		
2061	312203	fix	463	2	78	Især	2	91	og		
2062	312323	fix	463	2	78	Især	2	91	og		
2063	312392	key_del	563	2	91	_	t2	91	_		
2064	312394	key_del	562	2	91	e	t2	91	e		
2065	312451	key_del	561	2	91	d	t2	91	d		
2066	312482	fix	456	2	76	værst	2	91	og		
2067	312563	key_del	560	2	91	e	t2	91	e		
2068	312602	fix	456	2	76	værst	2	91	og		
2069	312701	fix	449	2	75	rammes	2	90	Tilpasning		
2070	312741	fix	449	2	75	rammes	2	90	Tilpasning		
2071	312881	fix	449	2	75	rammes	2	90	Tilpasning		
2072	313003	key_del	559	2	91	r	t2	91	r		
2073	313009	key_del	558	2	91	e	t2	91	e		
2074	313026	key_del	557	2	91	c	t2	91	c		
2075	313120	fix	455	2	76	værst	2	91	og		
2076	313180	key_del	556	2	91	u	t2	91	u		
2077	313180	fix	455	2	76	værst	2	91	og		
2078	313339	fix	455	2	76	værst	2	91	og		
2079	313388	key_del	555	2	91	d	t2	91	d		
2080	313519	fix	455	2	76	værst	2	91	og		
2081	313520	key_del	554	2	91	e	t2	91	e		
2082	314316	fix	454	2	76	værst	2	91	og		
2083	314595	fix	455	2	76	værst	2	91	og		
2084	314835	fix	454	2	76	værst	2	91	og		
2085	314944	key_del	553	2	91	r	t2	91	r		
2086	314954	fix	454	2	76	værst	2	91	og		
2087	315194	key_ins	553	2	92	e	t2	91	e		
2088	315194	fix	454	2	76	værst	2	91	og		
2089	315313	fix	454	2	76	værst	2	91	og		
2090	315316	key_ins	554	2	92	n	t2	91	n		
2091	315373	fix	455	2	76	værst	2	91	og		
2092	315569	key_ins	555	2	92	_	t2	91	_		
2093	315572	fix	455	2	76	værst	2	91	og		
2094	315948	key_ins	556	2	93	r	t2	93	r		
2095	316110	key_ins	557	2	93	e	t2	93	e		
2096	316336	key_ins	558	2	93	d	t2	93	d		
2097	316435	key_ins	559	2	93	u	t2	93	u		
2098	316709	fix	461	2	78	Især	2	93	reduceret		
2099	316729	fix	461	2	78	Især	2	93	reduceret		
2100	316744	key_ins	560	2	93	c	t2	93	c		
2101	316947	fix	461	2	78	Især	2	93	reduceret		
2102	316948	fix	461	2	78	Især	2	93	reduceret		
2103	316987	fix	461	2	78	Især	2	93	reduceret		
2104	316988	fix	461	2	78	Især	2	93	reduceret		
2105	317127	fix	461	2	78	Især	2	93	reduceret		
2106	317128	fix	461	2	78	Især	2	93	reduceret		
2107	317266	fix	463	2	78	Især	2	93	reduceret		
2108	317267	fix	463	2	78	Især	2	93	reduceret		
2109	317275	key_ins	561	2	93	r	t2	93	r		
2110	317277	key_ins	562	2	93	e	t2	93	e		
2111	317306	key_ins	563	2	93	t	t2	93	t		
2112	317306	fix	463	2	78	Især	2	93	reduceret		
2113	317307	fix	463	2	78	Især	2	93	reduceret		
2114	317465	key_ins	564	2	93	_	t2	93	_		
2115	317466	fix	463	2	78	Især	2	93	reduceret		
2116	317744	key_ins	565	2	94	i	t2	94	i		
2117	317847	key_ins	566	2	94	n	t2	94	n		
2118	317941	key_ins	567	2	94	d	t2	94	d		
2119	318224	key_ins	568	2	94	s	t2	94	s		
2120	318324	fix	370	2	61	udsatte	2	94	indsats		
2121	318443	fix	463	2	78	Især	2	94	indsats		
2122	318445	key_ins	569	2	94	a	t2	94	a		
2123	318583	fix	462	2	78	Især	2	94	indsats		
2124	318585	key_ins	570	2	94	t	t2	94	t		
2125	318782	fix	462	2	78	Især	2	94	indsats		
2126	318786	key_ins	571	2	94	s	t2	94	s		
2127	319081	fix	571	2	94	indsats	2	94	indsats		
2128	319301	fix	571	2	94	indsats	2	94	indsats		
2129	319360	fix	463	2	78	Især	2	94	indsats		
2130	319460	fix	463	2	78	Især	2	94	indsats		
2131	319600	fix	463	2	78	Især	2	94	indsats		
2132	319660	fix	462	2	78	Især	2	94	indsats		
2133	319759	fix	462	2	78	Især	2	94	indsats		
2134	319839	fix	567	2	94	indsats	2	94	indsats		
2135	319919	fix	567	2	94	indsats	2	94	indsats		
2136	320078	fix	567	2	94	indsats	2	94	indsats		
2137	320118	fix	463	2	78	Især	2	94	indsats		
2138	320178	fix	463	2	78	Især	2	94	indsats		
2139	320238	fix	463	2	78	Især	2	94	indsats		
2140	320417	fix	463	2	78	Især	2	94	indsats		
2141	320577	fix	463	2	78	Især	2	94	indsats		
2142	320736	fix	463	2	78	Især	2	94	indsats		
2143	320896	fix	463	2	78	Især	2	94	indsats		
2144	321195	fix	463	2	78	Især	2	94	indsats		
2145	321229	key_ins	561	2	93	e	t2	93	e		
2146	321354	fix	463	2	78	Især	2	94	indsats		
2147	321474	fix	566	2	94	indsats	2	94	indsats		
2148	321514	fix	566	2	94	indsats	2	94	indsats		
2149	321813	fix	567	2	94	indsats	2	94	indsats		
2150	321972	fix	567	2	94	indsats	2	94	indsats		
2151	322132	fix	567	2	94	indsats	2	94	indsats		
2152	322231	fix	568	2	94	indsats	2	94	indsats		
2153	322291	fix	568	2	94	indsats	2	94	indsats		
2154	322490	fix	568	2	94	indsats	2	94	indsats		
2155	322670	fix	568	2	94	indsats	2	94	indsats		
2156	322770	fix	571	2	94	indsats	2	94	indsats		
2157	322969	fix	571	2	94	indsats	2	94	indsats		
2158	323368	fix	570	2	94	indsats	2	94	indsats		
2159	323408	fix	570	2	94	indsats	2	94	indsats		
2160	323607	fix	633	1	103	efforts	1	103	efforts		
2161	323767	fix	639	1	104	must	1	104	must		
2162	323946	fix	646	1	105	therefore	1	105	therefore		
2163	324205	fix	658	1	107	hand	1	107	hand		
2164	324504	fix	638	1	104	must	1	104	must		
2165	324763	fix	538	1	86	,	1	105	therefore		
2166	324963	fix	470	2	79	u-lande	2	94	indsats		
2167	325461	fix	449	2	75	rammes	2	90	Tilpasning		
2168	325656	key_ins	573	2	94	_	t2	94	_		
2169	326006	key_ins	574	2	95	b	t2	95	b		
2170	326178	key_ins	575	2	95	ø	t2	95	ø		
2171	326293	key_ins	576	2	95	r	t2	95	r		
2172	326403	key_ins	577	2	95	_	t2	95	_		
2173	326546	key_ins	578	2	96	d	t2	96	d		
2174	326701	key_ins	579	2	96	e	t2	96	e		
2175	326871	key_ins	580	2	96	r	t2	96	r		
2176	326915	fix	575	2	95	bør	2	95	bør		
2177	326916	fix	575	2	95	bør	2	95	bør		
2178	326917	fix	575	2	95	bør	2	95	bør		
2179	327074	fix	579	2	96	derfor	2	96	derfor		
2180	327075	fix	579	2	96	derfor	2	96	derfor		
2181	327076	fix	579	2	96	derfor	2	96	derfor		
2182	327114	fix	579	2	96	derfor	2	96	derfor		
2183	327115	fix	579	2	96	derfor	2	96	derfor		
2184	327116	fix	579	2	96	derfor	2	96	derfor		
2185	327254	fix	579	2	96	derfor	2	96	derfor		
2186	327255	fix	579	2	96	derfor	2	96	derfor		
2187	327256	fix	579	2	96	derfor	2	96	derfor		
2188	327373	fix	579	2	96	derfor	2	96	derfor		
2189	327374	fix	579	2	96	derfor	2	96	derfor		
2190	327375	fix	579	2	96	derfor	2	96	derfor		
2191	327525	key_ins	581	2	96	f	t2	96	f		
2192	327527	key_ins	582	2	96	o	t2	96	o		
2193	327529	key_ins	583	2	96	r	t2	96	r		
2194	327531	key_ins	584	2	96	_	t2	96	_		
2195	327843	key_ins	585	2	97	g	t2	97	g		
2196	327974	key_ins	586	2	97	å	t2	97	å		
2197	328178	key_ins	587	2	97	_	t2	97	_		
2198	328372	key_ins	588	2	98	h	t2	98	h		
2199	328501	key_ins	589	2	98	a	t2	98	a		
2200	328823	key_del	589	2	98	a	t2	98	a		
2201	329065	key_ins	589	2	98	å	t2	98	å		
2202	329303	key_ins	590	2	98	n	t2	98	n		
2203	329405	key_ins	591	2	98	d	t2	98	d		
2204	329528	key_ins	592	2	98	_	t2	98	_		
2205	329854	key_ins	593	2	98	_	t2	98	_		
2206	330073	key_ins	594	2	99	i	t2	99	i		
2207	330106	fix	583	2	96	derfor	2	96	derfor		
2208	330186	fix	583	2	96	derfor	2	96	derfor		
2209	330266	fix	589	2	98	hånd	2	98	hånd		
2210	330505	fix	594	2	99	i	2	99	i		
2211	330705	fix	594	2	99	i	2	99	i		
2212	330725	fix	594	2	99	i	2	99	i		
2213	330745	fix	594	2	99	i	2	99	i		
2214	330776	key_ins	595	2	100	h	t2	100	h		
2215	330794	key_ins	596	2	100	å	t2	100	å		
2216	330883	fix	596	2	100	hånd	2	100	hånd		
2217	330884	fix	596	2	100	hånd	2	100	hånd		
2218	331043	fix	596	2	100	hånd	2	100	hånd		
2219	331044	fix	596	2	100	hånd	2	100	hånd		
2220	331122	fix	596	2	100	hånd	2	100	hånd		
2221	331123	fix	596	2	100	hånd	2	100	hånd		
2222	331222	fix	596	2	100	hånd	2	100	hånd		
2223	331223	fix	596	2	100	hånd	2	100	hånd		
2224	331294	key_ins	597	2	100	n	t2	100	n		
2225	331296	key_ins	598	2	100	d	t2	100	d		
2226	331941	key_ins	599	2	101	.	t2	101	.		
2227	332240	fix	599	2	101	.	2	101	.		
2228	332379	fix	599	2	101	.	2	101	.		
2229	332439	fix	599	2	101	.	2	101	.		
2230	332619	fix	599	2	101	.	2	101	.		
2231	332658	fix	599	2	101	.	2	101	.		
2232	332798	fix	599	2	101	.	2	101	.		
2233	332958	fix	599	2	101	.	2	101	.		
2234	333117	fix	599	2	101	.	2	101	.		
2235	333396	key_ins	595	2	99	_	t2	99	_		
2236	333416	fix	600	2	101	.	2	101	.		
2237	333516	fix	600	2	101	.	2	101	.		
2238	333895	fix	600	2	101	.	2	101	.		
2239	333954	fix	600	2	101	.	2	101	.		
2240	334114	fix	600	2	101	.	2	101	.		
2241	334273	fix	600	2	101	.	2	101	.		
2242	334453	fix	600	2	101	.	2	101	.		
2243	334712	fix	600	2	101	.	2	101	.		
2244	334872	fix	401	1	62	most	1	62	most		
2245	335091	fix	639	1	104	must	1	104	must		
2246	335350	fix	565	1	92	adapt	1	92	adapt		
2247	335689	fix	218	1	32	must	1	32	must		
2248	336048	fix	244	1	36	encourage	1	36	encourage		
2249	336447	fix	222	2	35	u-landende	2	35	u-landende		
2250	336865	fix	271	2	45	og	2	45	og		
2251	338839	fix	8	2	2	u-lande	2	2	u-lande		
2252	338999	fix	14	2	2	u-lande	2	2	u-lande		
2253	339258	fix	21	2	3	forståeligt	2	3	forståeligt		
2254	339736	fix	571	1	94	the	2	1	Selvom		
2255	339896	fix	571	1	94	the	2	1	Selvom		
2256	340175	fix	571	1	94	the	2	1	Selvom		
2257	340235	fix	615	1	101	and	2	8	forhold		
2258	340633	fix	626	1	102	mitigation	2	9	til		
2259	341152	fix	70	2	10	deres	2	10	deres		
2260	341491	fix	75	2	11	chancer	2	11	chancer		
2261	341690	fix	87	2	14	opnå	2	14	opnå		
2262	342129	fix	622	1	102	mitigation	2	9	til		
2263	342228	fix	622	1	102	mitigation	2	9	til		
2264	342288	fix	616	1	101	and	2	8	forhold		
2265	342448	fix	616	1	101	and	2	8	forhold		
2266	342547	fix	571	1	94	the	2	16	levestandarder		
2267	342667	fix	571	1	94	the	2	16	levestandarder		
2268	343026	fix	13	2	2	u-lande	2	16	levestandarder		
2269	343205	fix	13	2	2	u-lande	2	16	levestandarder		
2270	343385	fix	9	2	2	u-lande	2	16	levestandarder		
2271	343684	fix	9	2	2	u-lande	2	16	levestandarder		
2272	344102	fix	599	1	98	change	2	17	,		
2273	344342	fix	24	1	3	countries	1	3	countries		
2274	344501	fix	25	1	3	countries	1	3	countries		
2275	344561	fix	25	1	3	countries	1	3	countries		
2276	344581	fix	25	1	3	countries	1	3	countries		
2277	344621	fix	25	1	3	countries	1	3	countries		
2278	344661	fix	25	1	3	countries	1	3	countries		
2279	344680	fix	25	1	3	countries	1	3	countries		
2280	344720	fix	25	1	3	countries	1	3	countries		
2281	344741	fix	25	1	3	countries	1	3	countries		
2282	344780	fix	25	1	3	countries	1	3	countries		
2283	344820	fix	25	1	3	countries	1	3	countries		
2284	344840	fix	25	1	3	countries	1	3	countries		
2285	344880	fix	0	1	1	Although	1	1	Although		
2286	345079	fix	38	1	5	understandably	1	5	understandably		
2287	345478	fix	53	1	6	reluctant	1	6	reluctant		
2288	345797	fix	64	1	8	compromise	1	8	compromise		
2289	345937	fix	54	1	6	reluctant	1	6	reluctant		
2290	346714	fix	604	1	100	Adaptation	2	5	er		
2291	346894	fix	37	2	6	tøvende	2	6	tøvende		
2292	346953	fix	37	2	6	tøvende	2	6	tøvende		
2293	347173	fix	571	1	94	the	2	1	Selvom		
2294	347552	fix	605	1	100	Adaptation	2	6	tøvende		
2295	347571	fix	605	1	100	Adaptation	2	6	tøvende		
2296	347611	fix	605	1	100	Adaptation	2	6	tøvende		
2297	347631	fix	605	1	100	Adaptation	2	6	tøvende		
2298	347671	fix	605	1	100	Adaptation	2	6	tøvende		
2299	347691	fix	605	1	100	Adaptation	2	6	tøvende		
2300	347731	fix	605	1	100	Adaptation	2	6	tøvende		
2301	347771	fix	605	1	100	Adaptation	2	6	tøvende		
2302	347791	fix	605	1	100	Adaptation	2	6	tøvende		
2303	347831	fix	605	1	100	Adaptation	2	6	tøvende		
2304	347870	fix	605	1	100	Adaptation	2	6	tøvende		
2305	348010	fix	627	1	102	mitigation	2	6	tøvende		
2306	348030	fix	627	1	102	mitigation	2	6	tøvende		
2307	348070	fix	627	1	102	mitigation	2	6	tøvende		
2308	348090	fix	627	1	102	mitigation	2	6	tøvende		
2309	348130	fix	627	1	102	mitigation	2	6	tøvende		
2310	348151	fix	627	1	102	mitigation	2	6	tøvende		
2311	348190	fix	627	1	102	mitigation	2	6	tøvende		
2312	348229	fix	627	1	102	mitigation	2	6	tøvende		
2313	348249	fix	627	1	102	mitigation	2	6	tøvende		
2314	348289	fix	627	1	102	mitigation	2	6	tøvende		
2315	348329	fix	627	1	102	mitigation	2	6	tøvende		
2316	348349	fix	627	1	102	mitigation	2	6	tøvende		
2317	348389	fix	609	1	100	Adaptation	2	6	tøvende		
2318	348429	fix	609	1	100	Adaptation	2	6	tøvende		
2319	348449	fix	609	1	100	Adaptation	2	6	tøvende		
2320	348489	fix	609	1	100	Adaptation	2	6	tøvende		
2321	348528	fix	609	1	100	Adaptation	2	6	tøvende		
2322	348548	fix	609	1	100	Adaptation	2	6	tøvende		
2323	348608	fix	571	1	94	the	2	1	Selvom		
2324	349107	fix	571	1	94	the	2	1	Selvom		
2325	349246	fix	147	1	21	action	1	6	reluctant		
2326	349485	fix	58	1	6	reluctant	1	6	reluctant		
2327	349545	fix	58	1	6	reluctant	1	6	reluctant		
2328	349705	fix	58	1	6	reluctant	1	6	reluctant		
2329	349865	fix	147	2	22	ikke	2	8	at		
2330	350064	fix	621	1	102	mitigation	1	102	mitigation		
2331	350183	fix	621	1	102	mitigation	1	102	mitigation		
2332	350243	fix	621	1	102	mitigation	1	102	mitigation		
2333	350402	fix	621	1	102	mitigation	1	102	mitigation		
2334	350482	fix	58	2	8	at	2	8	at		
2335	350542	fix	58	2	8	at	2	8	at		
2336	350682	fix	571	1	94	the	2	1	Selvom		
2337	350702	fix	571	1	94	the	2	1	Selvom		
2338	350861	fix	571	1	94	the	2	1	Selvom		
2339	351021	fix	571	1	94	the	2	1	Selvom		
2340	351160	fix	571	1	94	the	2	1	Selvom		
2341	351320	fix	571	1	94	the	2	1	Selvom		
2342	351499	fix	571	1	94	the	2	1	Selvom		
2343	351639	fix	55	2	7	overfor	2	6	tøvende		
2344	351838	fix	55	2	7	overfor	2	6	tøvende		
2345	352713	key_del	54	2	6	l	t2	6	l		
2346	352714	key_del	53	2	6	i	t2	6	i		
2347	352715	key_del	52	2	6	t	t2	6	t		
2348	352716	key_del	51	2	6	_	t2	6	_		
2349	352717	key_del	50	2	6	d	t2	6	d		
2350	352718	key_del	49	2	6	l	t2	6	l		
2351	352719	key_del	48	2	6	o	t2	6	o		
2352	352720	key_del	47	2	6	h	t2	6	h		
2353	352721	key_del	46	2	6	r	t2	6	r		
2354	352722	key_del	45	2	6	o	t2	6	o		
2355	352723	key_del	44	2	6	f	t2	6	f		
2356	352724	key_del	43	2	6	_	t2	6	_		
2357	352725	key_del	42	2	6	i	t2	6	i		
2358	352727	key_ins	42	2	7	o	t2	7	o		
2359	352944	key_ins	43	2	7	v	t2	7	v		
2360	353023	key_ins	44	2	7	e	t2	7	e		
2361	353134	fix	629	1	103	efforts	2	7	overfor		
2362	353194	fix	629	1	103	efforts	2	7	overfor		
2363	353208	key_ins	45	2	7	r	t2	7	r		
2364	353214	fix	629	1	103	efforts	2	7	overfor		
2365	353392	fix	619	1	102	mitigation	2	7	overfor		
2366	353393	fix	619	1	102	mitigation	2	7	overfor		
2367	353412	fix	619	1	102	mitigation	2	7	overfor		
2368	353413	fix	619	1	102	mitigation	2	7	overfor		
2369	353532	fix	619	1	102	mitigation	2	7	overfor		
2370	353533	fix	619	1	102	mitigation	2	7	overfor		
2371	353631	fix	619	1	102	mitigation	2	7	overfor		
2372	353632	fix	619	1	102	mitigation	2	7	overfor		
2373	353715	key_ins	46	2	7	f	t2	7	f		
2374	353717	key_ins	47	2	7	o	t2	7	o		
2375	353719	key_ins	48	2	7	r	t2	7	r		
2376	354150	fix	627	1	102	mitigation	2	7	overfor		
2377	354151	fix	627	1	102	mitigation	2	7	overfor		
2378	354608	fix	71	2	11	chancer	2	11	chancer		
2379	354609	fix	71	2	11	chancer	2	11	chancer		
2380	354847	fix	62	2	10	deres	2	10	deres		
2381	354848	fix	62	2	10	deres	2	10	deres		
2382	355047	fix	74	2	12	for	2	12	for		
2383	355048	fix	74	2	12	for	2	12	for		
2384	355366	fix	69	2	11	chancer	2	11	chancer		
2385	355367	fix	69	2	11	chancer	2	11	chancer		
2386	355725	fix	77	2	13	at	2	13	at		
2387	355726	fix	77	2	13	at	2	13	at		
2388	355864	fix	83	2	14	opnå	2	14	opnå		
2389	355865	fix	83	2	14	opnå	2	14	opnå		
2390	356143	fix	98	2	16	levestandarder	2	16	levestandarder		
2391	356144	fix	98	2	16	levestandarder	2	16	levestandarder		
2392	356404	fix	98	2	16	levestandarder	2	16	levestandarder		
2393	356723	fix	114	2	18	behøver	2	18	behøver		
2394	357799	fix	18	2	3	forståeligt	2	3	forståeligt		
2395	358118	fix	18	2	3	forståeligt	2	3	forståeligt		
2396	358457	fix	32	2	5	er	2	5	er		
2397	358617	fix	32	2	5	er	2	5	er		
2398	358696	fix	46	2	7	overfor	2	7	overfor		
2399	358896	fix	21	2	3	forståeligt	2	3	forståeligt		
2400	359095	fix	21	2	3	forståeligt	2	3	forståeligt		
2401	359135	fix	21	2	3	forståeligt	2	3	forståeligt		
2402	359155	fix	21	2	3	forståeligt	2	3	forståeligt		
2403	359195	fix	28	2	4	nok	2	4	nok		
2404	359235	fix	28	2	4	nok	2	4	nok		
2405	359255	fix	28	2	4	nok	2	4	nok		
2406	359295	fix	28	2	4	nok	2	4	nok		
2407	359334	fix	28	2	4	nok	2	4	nok		
2408	359354	fix	28	2	4	nok	2	4	nok		
2409	359394	fix	28	2	4	nok	2	4	nok		
2410	359434	fix	28	2	4	nok	2	4	nok		
2411	359454	fix	28	2	4	nok	2	4	nok		
2412	359494	fix	28	2	4	nok	2	4	nok		
2413	359534	fix	28	2	4	nok	2	4	nok		
2414	359554	fix	36	2	6	tøvende	2	6	tøvende		
2415	359593	fix	36	2	6	tøvende	2	6	tøvende		
2416	359614	fix	36	2	6	tøvende	2	6	tøvende		
2417	359653	fix	36	2	6	tøvende	2	6	tøvende		
2418	359693	fix	36	2	6	tøvende	2	6	tøvende		
2419	359793	fix	89	2	15	bedre	2	15	bedre		
2420	359952	fix	85	2	15	bedre	2	15	bedre		
2421	360192	fix	21	2	3	forståeligt	2	3	forståeligt		
2422	360291	fix	21	2	3	forståeligt	2	3	forståeligt		
2423	360451	fix	31	2	5	er	2	5	er		
2424	360690	fix	43	2	7	overfor	2	7	overfor		
2425	360750	fix	43	2	7	overfor	2	7	overfor		
2426	360929	fix	56	2	9	skade	2	9	skade		
2427	361248	fix	56	2	9	skade	2	9	skade		
2428	361268	fix	56	2	9	skade	2	9	skade		
2429	361308	fix	598	1	98	change	2	3	forståeligt		
2430	361487	fix	571	1	94	the	2	1	Selvom		
2431	361687	fix	6	2	1	Selvom	2	1	Selvom		
2432	361846	fix	6	2	1	Selvom	2	1	Selvom		
2433	361986	fix	571	1	94	the	2	1	Selvom		
2434	362205	fix	641	1	105	therefore	2	14	opnå		
2435	362524	fix	632	1	103	efforts	2	10	deres		
2436	362783	fix	626	1	102	mitigation	2	7	overfor		
2437	363043	fix	571	1	94	the	2	1	Selvom		
2438	363282	fix	82	2	14	opnå	2	14	opnå		
2439	363621	fix	100	2	16	levestandarder	2	16	levestandarder		
2440	363900	fix	108	2	18	behøver	2	18	behøver		
