"ExperimentID"	"StimulusID"	"NameInStudy"	"NameInDB"	"ExperimentType"	"ExperimentTypeAdd"	"FontType"	"FontSize"	"ExperimentParticipantID"	"UniqueParticipantID"	"RecordingDate(MM-DD-YYYY)"	"EyeTrackerType"	"RecordingSoftware"	"EyeTrackerSoftwareVersion"	"Keylogger"	"KeyloggingSoftwareVersion"	"ExperimentalLocation"	"TargetLanguage"	"FileName"
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant18"	"U84"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant19"	"U85"	03/14/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant20"	"U86"	03/15/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant21"	"U87"	03/16/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"SG12"	"Text18"		5	"Editing"	"ST not visible"	"Tahoma"		"Parti01"	"U88"	06/11/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Post-editing"		"Tahoma"		"Parti01"	"U88"	06/11/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Translation"		"Tahoma"		"Parti01"	"U88"	06/11/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text2"		2	"Translation"		"Tahoma"		"Parti01"	"U88"	06/11/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Editing"	"ST not visible"	"Tahoma"		"Parti02"	"U89"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text18"		5	"Post-editing"		"Tahoma"		"Parti02"	"U89"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text19"		6	"Post-editing"		"Tahoma"		"Parti02"	"U89"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text3"		3	"Translation"		"Tahoma"		"Parti02"	"U89"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Translation"		"Tahoma"		"Parti02"	"U89"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text3"		3	"Editing"	"ST not visible"	"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Editing"	"ST not visible"	"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Post-editing"		"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text2"		2	"Post-editing"		"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text18"		5	"Translation"		"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text19"		6	"Translation"		"Tahoma"		"Parti03"	"U90"	06/19/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text18"		5	"Editing"	"ST not visible"	"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text19"		6	"Editing"	"ST not visible"	"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Post-editing"		"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text3"		3	"Post-editing"		"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text2"		2	"Translation"		"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Translation"		"Tahoma"		"Parti10"	"U91"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Editing"	"ST not visible"	"Tahoma"		"Parti11"	"U92"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text2"		2	"Editing"	"ST not visible"	"Tahoma"		"Parti11"	"U92"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text3"		3	"Post-editing"		"Tahoma"		"Parti11"	"U92"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Translation"		"Tahoma"		"Parti11"	"U92"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text19"		6	"Translation"		"Tahoma"		"Parti11"	"U92"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text3"		3	"Editing"	"ST not visible"	"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text8"		4	"Editing"	"ST not visible"	"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text1"		1	"Post-editing"		"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text18"		5	"Post-editing"		"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text2"		2	"Translation"		"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"SG12"	"Text19"		6	"Translation"		"Tahoma"		"Parti12"	"U93"	07/03/2012	"Tobii TX300"	"TranslogII"	"Release165"	"TranslogII"	"Release165"		"German"	
"MS12"	"Text19"		6	"Editing"		"Tahoma"		1	"U94"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Post-editing"		"Tahoma"		1	"U94"	04/14/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Post-editing"		"Tahoma"		1	"U94"	04/14/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Translation"		"Tahoma"		1	"U94"	04/14/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Translation"		"Tahoma"		2	"U95"	04/16/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Translation"		"Tahoma"		2	"U95"	04/16/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Editing"		"Tahoma"		3	"U96"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Post-editing"		"Tahoma"		3	"U96"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Translation"		"Tahoma"		3	"U96"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Translation"		"Tahoma"		3	"U96"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Editing"		"Tahoma"		4	"U97"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Editing"		"Tahoma"		4	"U97"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Post-editing"		"Tahoma"		5	"U98"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Post-editing"		"Tahoma"		5	"U98"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Translation"		"Tahoma"		5	"U98"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Translation"		"Tahoma"		5	"U98"	04/18/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Editing"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Editing"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text1"		1	"Post-editing"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Post-editing"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Translation"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Translation"		"Tahoma"		6	"U99"	04/19/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Editing"		"Tahoma"		7	"U100"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Post-editing"		"Tahoma"		7	"U100"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Post-editing"		"Tahoma"		7	"U100"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Editing"		"Tahoma"		8	"U101"	05/07/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Post-editing"		"Tahoma"		8	"U101"	05/07/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Editing"		"Tahoma"		9	"U102"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Post-editing"		"Tahoma"		9	"U102"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Post-editing"		"Tahoma"		9	"U102"	04/27/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text1"		1	"Post-editing"		"Tahoma"		10	"U103"	04/20/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Post-editing"		"Tahoma"		10	"U103"	04/20/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Translation"		"Tahoma"		10	"U103"	04/20/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text3"		3	"Post-editing"		"Tahoma"		11	"U104"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Post-editing"		"Tahoma"		11	"U104"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Translation"		"Tahoma"		11	"U104"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text19"		6	"Translation"		"Tahoma"		11	"U104"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text8"		4	"Editing"		"Tahoma"		12	"U105"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text1"		1	"Post-editing"		"Tahoma"		12	"U105"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Post-editing"		"Tahoma"		12	"U105"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Editing"		"Tahoma"		14	"U106"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text18"		5	"Translation"		"Tahoma"		14	"U106"	04/21/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Translation"		"Tahoma"		18	"U107"	05/04/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
"MS12"	"Text2"		2	"Post-editing"		"Tahoma"		23	"U108"	05/09/2012	"Tobii T120"	"TranslogII"		"TranslogII"			"Chinese"	
