"ExperimentID"	"StimulusID"	"NameInStudy"	"NameInDB"	"ExperimentType"	"ExperimentTypeAdd"	"FontType"	"FontSize"	"ExperimentParticipantID"	"UniqueParticipantID"	"RecordingDate(MM-DD-YYYY)"	"EyeTrackerType"	"RecordingSoftware"	"EyeTrackerSoftwareVersion"	"Keylogger"	"KeyloggingSoftwareVersion"	"ExperimentalLocation"	"TargetLanguage"	"FileName"
"BML12"	"Text19"		6	"Editing"	"ST not visible"	"Tahoma"		"P01"	"U57"	03/27/2012							"Spanish"	
"BML12"	"Text3"		3	"Post-editing"		"Tahoma"		"P01"	"U57"	03/27/2012							"Spanish"	
"BML12"	"Text8"		4	"Post-editing"		"Tahoma"		"P01"	"U57"	03/27/2012							"Spanish"	
"BML12"	"Text1"		1	"Translation"		"Tahoma"		"P01"	"U57"	03/27/2012							"Spanish"	
"BML12"	"Text2"		2	"Translation"		"Tahoma"		"P01"	"U57"	03/27/2012							"Spanish"	
"BML12"	"Text1"		1	"Editing"	"ST not visible"	"Tahoma"		"P02"	"U58"	03/28/2012							"Spanish"	
"BML12"	"Text2"		2	"Editing"	"ST not visible"	"Tahoma"		"P02"	"U58"	03/28/2012							"Spanish"	
"BML12"	"Text18"		5	"Post-editing"		"Tahoma"		"P02"	"U58"	03/28/2012							"Spanish"	
"BML12"	"Text19"		6	"Post-editing"		"Tahoma"		"P02"	"U58"	03/28/2012							"Spanish"	
"BML12"	"Text3"		3	"Translation"		"Tahoma"		"P02"	"U58"	03/28/2012							"Spanish"	
"BML12"	"Text8"		4	"Translation"		"Tahoma"		"P02"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text3"		3	"Editing"	"ST not visible"	"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text8"		4	"Editing"	"ST not visible"	"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text1"		1	"Post-editing"		"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text2"		2	"Post-editing"		"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text18"		5	"Translation"		"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text19"		6	"Translation"		"Tahoma"		"P03"	"U59"	03/28/2012							"Spanish"	
"BML12"	"Text18"		5	"Editing"	"ST not visible"	"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text19"		6	"Editing"	"ST not visible"	"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text3"		3	"Post-editing"		"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text8"		4	"Post-editing"		"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text1"		1	"Translation"		"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text2"		2	"Translation"		"Tahoma"		"P04"	"U60"	03/28/2012							"Spanish"	
"BML12"	"Text1"		1	"Editing"	"ST not visible"	"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text2"		2	"Editing"	"ST not visible"	"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text18"		5	"Post-editing"		"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text19"		6	"Post-editing"		"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text3"		3	"Translation"		"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text8"		4	"Translation"		"Tahoma"		"P05"	"U61"	03/30/2012							"Spanish"	
"BML12"	"Text3"		3	"Editing"	"ST not visible"	"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text8"		4	"Editing"	"ST not visible"	"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text1"		1	"Post-editing"		"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text2"		2	"Post-editing"		"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text18"		5	"Translation"		"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text19"		6	"Translation"		"Tahoma"		"P06"	"U62"	03/30/2012							"Spanish"	
"BML12"	"Text18"		5	"Editing"	"ST not visible"	"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text19"		6	"Editing"	"ST not visible"	"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text2"		2	"Post-editing"		"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text8"		4	"Post-editing"		"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text1"		1	"Translation"		"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text3"		3	"Translation"		"Tahoma"		"P07"	"U63"	03/30/2012							"Spanish"	
"BML12"	"Text1"		1	"Editing"	"ST not visible"	"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text2"		2	"Editing"	"ST not visible"	"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text8"		4	"Post-editing"		"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text19"		6	"Post-editing"		"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text3"		3	"Translation"		"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text18"		5	"Translation"		"Tahoma"		"P08"	"U64"	04/02/2012							"Spanish"	
"BML12"	"Text3"		3	"Editing"	"ST not visible"	"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text8"		4	"Editing"	"ST not visible"	"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text2"		2	"Post-editing"		"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text19"		6	"Post-editing"		"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text2"		2	"Translation"		"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text18"		5	"Translation"		"Tahoma"		"P09"	"U65"	04/04/2012							"Spanish"	
"BML12"	"Text18"		5	"Editing"	"ST not visible"	"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"BML12"	"Text19"		6	"Editing"	"ST not visible"	"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"BML12"	"Text1"		1	"Post-editing"		"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"BML12"	"Text3"		3	"Post-editing"		"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"BML12"	"Text2"		2	"Translation"		"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"BML12"	"Text8"		4	"Translation"		"Tahoma"		"P10"	"U66"	04/05/2012							"Spanish"	
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant01"	"U67"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant02"	"U68"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant03"	"U69"	03/05/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant04"	"U70"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant05"	"U71"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant06"	"U72"	03/06/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant07"	"U73"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant08"	"U74"	03/07/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant09"	"U75"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant10"	"U76"	03/09/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant11"	"U77"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Translation"	"NA"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant12"	"U78"	03/10/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text2"		2	"Post-editing"	"Google"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"Google"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant13"	"U79"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Translation"	"NA"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Post-editing"	"Google"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant14"	"U80"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Translation"	"NA"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Translation"	"NA"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"Google"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant15"	"U81"	03/11/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text2"		2	"Translation"	"NA"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
"NJ12"	"Text1"		1	"Post-editing"	"Google"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text19"		6	"Post-editing"	"Google"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text3"		3	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text18"		5	"Post-editing"	"AnglaBharati"	"Tahoma"		"Participant16"	"U82"	03/12/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"		
"NJ12"	"Text8"		4	"Translation"	"NA"	"Tahoma"		"Participant17"	"U83"	03/13/2012	"Tobii T120"	"TranslogII"	"Release165"	"TranslogII"	"Release165"	"CDAC-Noida"	"Hindi"	
